-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
74.423956 64.700962,42.032051 74.440207,9.237352 77.090767,-23.601501 79.240630,-56.200097 83.037646,-86.246268 150.192073,-58.447546 -108.175219,-25.875903 -104.065512,6.954995 -101.888735,39.762100 -99.341520,72.213165 -91.077843,63.723388 100.392262,31.123153 105.508532,-1.718822 107.781477,-34.507007 110.139500,-66.954878 116.132980,-79.672528 -92.410963,-47.635558 -76.260682,-14.948097 -73.283390,17.907952 -71.167429,50.643337 -67.950153,82.526493 -43.834532,52.904731 132.926856,20.188293 136.355426,-12.668800 138.479871,-45.376554 141.309222,-77.534413 154.117879,-69.180962 -51.798610,-36.774622 -45.006873,-4.000834 -42.576884,28.847005 -40.350791,61.475767 -35.714559,84.405983 97.963718,42.032051 164.440207,9.237352 167.090767,-23.601501 169.240630,-56.200097 173.037646,-86.246268 -119.807927,-58.447546 -18.175219,-25.875903 -14.065512,6.954995 -11.888735,39.762100 -9.341520,72.213165 -1.077843,74.423956 154.700962,31.123153 -164.491468,-1.718822 -162.218523,-34.507007 -159.860500,-66.954878 -153.867020,-79.672528 -2.410963,-47.635558 13.739318,-14.948097 16.716610,17.907952 18.832571,50.643337 22.049847,82.526493 46.165468,63.723388 -169.607738,20.188293 -133.644574,-12.668800 -131.520129,-45.376554 -128.690778,-77.534413 -115.882121,-69.180962 38.201390,-36.774622 44.993127,-4.000834 47.423116,28.847005 49.649209,61.475767 54.285441,84.405983 -172.036282,52.904731 -137.073144
70.887942 67.018734,38.407057 74.579247,5.593184 77.071778,-27.232304 79.268442,-59.786985 83.592056,-85.649919 -157.928079,-54.857821 -107.677460,-22.243933 -104.043653,10.598994 -101.906155,43.385660 -99.186251,75.734840 -88.328626,60.132954 101.166913,27.488464 105.557041,-5.362201 107.759440,-38.126797 110.238095,-70.505435 117.604544,-76.240977 -87.384041,-44.027800 -76.045012,-11.308516 -73.294108,21.548506 -71.161113,54.252916 -67.589791,85.361662 -22.105244,49.293114 133.251789,16.547115 136.357586,-16.307618 138.471931,-48.982386 141.548508,-80.921434 160.478798,-65.623652 -50.515291,-33.153311 -44.919828,-0.357148 -42.599447,32.480661 -40.294031,65.062354 -34.842739,81.317666 113.231104,38.407057 164.579247,5.593184 167.071778,-27.232304 169.268442,-59.786985 173.592056,-85.649919 -67.928079,-54.857821 -17.677460,-22.243933 -14.043653,10.598994 -11.906155,43.385660 -9.186251,75.734840 1.671374,70.887942 157.018734,27.488464 -164.442959,-5.362201 -162.240560,-38.126797 -159.761905,-70.505435 -152.395456,-76.240977 2.615959,-44.027800 13.954988,-11.308516 16.705892,21.548506 18.838887,54.252916 22.410209,85.361662 67.894756,60.132954 -168.833087,16.547115 -133.642414,-16.307618 -131.528069,-48.982386 -128.451492,-80.921434 -109.521202,-65.623652 39.484709,-33.153311 45.080172,-0.357148 47.400553,32.480661 49.705969,65.062354 55.157261,81.317666 -156.768896,49.293114 -136.748211
67.325541 68.557495,34.778484 74.681201,1.948852 77.049919,-30.859757 79.314842,-63.365099 84.339750,-82.955569 -133.253378,-51.261322 -107.301829,-18.609069 -104.035431,14.242253 -101.917979,47.005100 -98.979603,79.194086 -83.689131,56.533954 101.739809,23.851251 105.586529,-9.004472 107.740091,-41.742300 110.372858,-74.030938 119.803593,-72.740139 -84.447692,-40.415181 -75.882624,-7.667160 -73.310761,25.187131 -71.141652,57.856401 -67.112588,86.358357 27.676247,45.676524 133.498292,12.904535 136.350424,-19.944130 138.473063,-52.582707 141.863823,-84.054881 174.108567,-62.052345 -49.602034,-29.528141 -44.859375,3.287068 -42.622158,36.111313 -40.211554,68.635978 -33.622632,77.934411 120.148843,34.778484 164.681201,1.948852 167.049919,-30.859757 169.314842,-63.365099 174.339750,-82.955569 -43.253378,-51.261322 -17.301829,-18.609069 -14.035431,14.242253 -11.917979,47.005100 -8.979603,79.194086 6.310869,67.325541 158.557495,23.851251 -164.413471,-9.004472 -162.259909,-41.742300 -159.627142,-74.030938 -150.196407,-72.740139 5.552308,-40.415181 14.117376,-7.667160 16.689239,25.187131 18.858348,57.856401 22.887412,86.358357 117.676247,56.533954 -168.260191,12.904535 -133.649576,-19.944130 -131.526937,-52.582707 -128.136177,-84.054881 -95.891433,-62.052345 40.397966,-29.528141 45.140625,3.287068 47.377842,36.111313 49.788446,68.635978 56.377368,77.934411 -149.851157,45.676524 -136.501708
63.746613 69.631831,31.146688 74.753571,-1.695218 77.027050,-34.483546 79.384388,-66.931820 85.370520,-79.694382 -123.209323,-47.658911 -107.016859,-14.971667 -104.037920,17.884364 -101.922008,50.619937 -98.706752,82.505948 -74.673676,52.928109 102.169869,20.211874 105.600801,-12.645222 107.725372,-45.353180 110.553303,-77.512086 123.333720,-69.203947 -82.563116,-36.798067 -75.762112,-4.024434 -73.331318,28.823459 -71.105662,61.452501 -66.473931,84.423936 67.056409,42.055520 133.684590,9.260957 136.336301,-23.577972 138.485927,-56.176837 142.279975,-86.239213 -150.899915,-58.470774 -48.933509,-25.899420 -44.820280,6.931389 -42.643183,39.738615 -40.096959,72.190228 -31.846455,74.446739 123.927691,31.146688 164.753571,-1.695218 167.027050,-34.483546 169.384388,-66.931820 175.370520,-79.694382 -33.209323,-47.658911 -17.016859,-14.971667 -14.037920,17.884364 -11.922008,50.619937 -8.706752,82.505948 15.326324,63.746613 159.631831,20.211874 -164.399199,-12.645222 -162.274628,-45.353180 -159.446697,-77.512086 -146.666280,-69.203947 7.436884,-36.798067 14.237888,-4.024434 16.668682,28.823459 18.894338,61.452501 23.526069,84.423936 157.056409,52.928109 -167.830131,9.260957 -133.663699,-23.577972 -131.514073,-56.176837 -127.720025,-86.239213 -60.899915,-58.470774 41.066491,-25.899420 45.179720,6.931389 47.356817,39.738615 49.903041,72.190228 58.153545,74.446739 -146.072309,42.055520 -136.315410
60.156242 70.408048,27.512017 74.802218,-5.338604 77.005001,-38.103363 79.482774,-70.482503 86.838518,-76.263484 -118.162786,-44.051186 -106.800798,-11.332098 -104.048592,21.524930 -101.915768,54.229552 -98.347038,85.346757 -53.081052,49.316526 102.495385,16.570706 105.603030,-16.284054 107.717381,-48.959046 110.792160,-80.900017 129.667494,-65.646745 -81.276814,-33.176782 -75.674874,-0.380753 -73.353873,32.457132 -71.049050,65.039158 -65.603922,81.338975 82.413829,38.430550 133.823900,5.616791 136.317338,-27.208795 138.513632,-59.763776 142.833342,-85.663104 -98.934852,-54.881097 -48.434825,-22.267469 -44.798322,10.575391 -42.660633,43.362201 -39.941984,75.712180 -29.105631,70.910947 126.252116,27.512017 164.802218,-5.338604 167.005001,-38.103363 169.482774,-70.482503 176.838518,-76.263484 -28.162786,-44.051186 -16.800798,-11.332098 -14.048592,21.524930 -11.915768,54.229552 -8.347038,85.346757 36.918948,60.156242 160.408048,16.570706 -164.396970,-16.284054 -162.282619,-48.959046 -159.207840,-80.900017 -140.332506,-65.646745 8.723186,-33.176782 14.325126,-0.380753 16.646127,32.457132 18.950950,65.039158 24.396078,81.338975 172.413829,49.316526 -167.504615,5.616791 -133.682662,-27.208795 -131.486368,-59.763776 -127.166658,-85.663104 -8.934852,-54.881097 41.565175,-22.267469 45.201678,10.575391 47.339367,43.362201 50.058016,75.712180 60.894369,70.910947 -143.747884,38.430550 -136.176100
56.557291 70.982033,23.874819 74.831815,-8.980883 76.985628,-41.718894 79.617275,-74.008213 89.031417,-72.762952 -115.217219,-40.438597 -106.638105,-7.690753 -104.065214,25.163568 -101.896402,57.833081 -97.870715,86.362544 -3.439508,45.699966 102.742331,12.928135 105.595920,-19.920582 107.718446,-52.559404 111.106913,-84.036267 143.220320,-62.075515 -80.361636,-29.551635 -75.614268,3.263461 -73.376589,36.087806 -70.966758,68.612882 -64.386602,77.956758 89.362359,34.801999 133.926067,1.972459 136.295490,-30.836271 138.559898,-63.341954 143.579543,-82.975623 -74.103414,-51.284639 -48.058517,-18.632623 -44.790022,14.218656 -42.672500,46.981668 -39.735711,79.172004 -24.483604,67.348678 127.794682,23.874819 164.831815,-8.980883 166.985628,-41.718894 169.617275,-74.008213 179.031417,-72.762952 -25.217219,-40.438597 -16.638105,-7.690753 -14.065214,25.163568 -11.896402,57.833081 -7.870715,86.362544 86.560492,56.557291 160.982033,12.928135 -164.404080,-19.920582 -162.281554,-52.559404 -158.893087,-84.036267 -126.779680,-62.075515 9.638364,-29.551635 14.385732,3.263461 16.623411,36.087806 19.033242,68.612882 25.613398,77.956758 179.362359,45.699966 -167.257669,1.972459 -133.704510,-30.836271 -131.440102,-63.341954 -126.420457,-82.975623 15.896586,-51.284639 41.941483,-18.632623 45.209978,14.218656 47.327500,46.981668 50.264289,79.172004 65.516396,67.348678 -142.205318,34.801999 -136.073933
52.951486 71.412879,20.235455 74.846175,-12.621644 76.970873,-45.329805 79.797388,-77.489754 92.549671,-69.226931 -113.327646,-36.821511 -106.517353,-4.048034 -104.085751,28.799912 -101.860532,61.429234 -97.233293,84.441849 36.148107,42.078989 102.928972,9.284561 105.581835,-23.554442 107.731224,-56.153577 111.522310,-86.232028 178.009375,-58.494003 -79.691805,-25.922937 -75.575049,6.907783 -73.397632,39.715130 -70.852396,72.167289 -62.615029,74.469520 93.154363,31.170224 133.998609,-1.671615 136.272622,-34.460085 138.629276,-66.908761 144.608078,-79.716231 -64.007874,-47.682264 -47.773038,-14.995236 -44.792450,17.860776 -42.676587,50.596538 -39.463348,82.485387 -15.512350,63.769837 128.871388,20.235455 164.846175,-12.621644 166.970873,-45.329805 169.797388,-77.489754 -177.450329,-69.226931 -23.327646,-36.821511 -16.517353,-4.048034 -14.085751,28.799912 -11.860532,61.429234 -7.233293,84.441849 126.148107,52.951486 161.412879,9.284561 -164.418165,-23.554442 -162.268776,-56.153577 -158.477690,-86.232028 -91.990625,-58.494003 10.308195,-25.922937 14.424951,6.907783 16.602368,39.715130 19.147604,72.167289 27.384971,74.469520 -176.845637,42.078989 -167.071028,-1.671615 -133.727378,-34.460085 -131.370724,-66.908761 -125.391922,-79.716231 25.992126,-47.682264 42.226962,-14.995236 45.207550,17.860776 47.323413,50.596538 50.536652,82.485387 74.487650,63.769837 -141.128612,31.170224 -136.001391
49.339937 71.738977,16.594297 74.848473,-16.260489 76.962831,-48.935705 80.035816,-80.878591 98.856462,-65.669838 -112.038352,-33.200252 -106.429923,-0.404358 -104.108300,32.433604 -101.804069,65.015961 -96.365090,81.360274 51.596238,38.454044 103.068551,5.640398 105.562897,-27.185286 107.758822,-59.740567 112.074636,-85.676203 -129.943165,-54.904373 -79.192196,-22.291006 -75.552992,10.551788 -73.415111,43.338741 -70.697714,75.689518 -59.882563,70.933951 95.485465,27.535570 134.047393,-5.315006 136.250562,-38.079928 138.727454,-70.459570 146.072521,-76.285988 -58.941615,-44.074572 -47.556587,-11.355680 -44.803077,21.501353 -42.670423,54.206189 -39.104280,85.331783 5.944563,60.179529 129.649175,16.594297 164.848473,-16.260489 166.962831,-48.935705 170.035816,-80.878591 -171.143538,-65.669838 -22.038352,-33.200252 -16.429923,-0.404358 -14.108300,32.433604 -11.804069,65.015961 -6.365090,81.360274 141.596238,49.339937 161.738977,5.640398 -164.437103,-27.185286 -162.241178,-59.740567 -157.925364,-85.676203 -39.943165,-54.904373 10.807804,-22.291006 14.447008,10.551788 16.584889,43.338741 19.302286,75.689518 30.117437,70.933951 -174.514535,38.454044 -166.931449,-5.315006 -133.749438,-38.079928 -131.272546,-70.459570 -123.927479,-76.285988 31.058385,-44.074572 42.443413,-11.355680 45.196923,21.501353 47.329577,54.206189 50.895720,85.331783 95.944563,60.179529 -140.350825,27.535570 -135.952607
45.723407 71.986367,12.951734 74.841416,-19.897034 76.963829,-52.536101 80.350006,-84.017621 112.332912,-62.098684 -111.121248,-29.575130 -106.369162,3.239854 -104.131021,36.064297 -101.721962,68.589786 -95.150550,77.979101 58.575751,34.825515 103.170933,1.996065 105.541062,-30.812785 107.804954,-63.318808 112.819348,-82.995657 -104.954003,-51.307956 -78.815210,-18.656177 -75.544614,14.195060 -73.427021,46.958237 -70.491816,79.149917 -55.277910,67.371814 97.031850,23.898387 134.077101,-8.957294 136.231166,-41.695489 138.861693,-73.985487 148.259294,-72.785764 -55.986788,-40.462014 -47.393589,-7.714345 -44.819667,25.140005 -42.651152,57.809760 -38.628835,86.366585 55.443916,56.580627 130.224250,12.951734 164.841416,-19.897034 166.963829,-52.536101 170.350006,-84.017621 -157.667088,-62.098684 -21.121248,-29.575130 -16.369162,3.239854 -14.131021,36.064297 -11.721962,68.589786 -5.150550,77.979101 148.575751,45.723407 161.986367,1.996065 -164.458938,-30.812785 -162.195046,-63.318808 -157.180652,-82.995657 -14.954003,-51.307956 11.184790,-18.656177 14.455386,14.195060 16.572979,46.958237 19.508184,79.149917 34.722090,67.371814 -172.968150,34.825515 -166.829067,-8.957294 -133.768834,-41.695489 -131.138307,-73.985487 -121.740706,-72.785764 34.013212,-40.462014 42.606411,-7.714345 45.180333,25.140005 47.348848,57.809760 51.371165,86.366585 145.443916,56.580627 -139.775750,23.898387 -135.922899
42.102458 72.173351,9.308165 74.827369,-23.530912 76.976523,-56.130317 80.764651,-86.224713 146.919961,-58.517230 -110.450108,-25.946453 -106.329819,6.884177 -104.152080,39.691644 -101.607831,72.144348 -93.383564,74.492299 62.380976,31.193759 103.243646,-1.648011 105.518195,-34.436623 107.874166,-66.885701 113.845653,-79.738073 -94.806617,-47.705617 -78.529221,-15.018806 -75.546980,17.837188 -73.431166,50.573137 -70.219940,82.464810 -46.350560,63.793060 98.110932,20.259036 134.091549,-12.598066 136.216374,-45.306430 139.041474,-77.467420 151.765730,-69.249914 -54.092200,-36.844955 -47.272595,-4.071634 -44.840185,28.776365 -42.615400,61.405967 -37.992646,84.459721 95.238804,52.974863 130.655883,9.308165 164.827369,-23.530912 166.976523,-56.130317 170.764651,-86.224713 -123.080039,-58.517230 -20.450108,-25.946453 -16.329819,6.884177 -14.152080,39.691644 -11.607831,72.144348 -3.383564,74.492299 152.380976,42.102458 162.173351,-1.648011 -164.481805,-34.436623 -162.125834,-66.885701 -156.154347,-79.738073 -4.806617,-47.705617 11.470779,-15.018806 14.453020,17.837188 16.568834,50.573137 19.780060,82.464810 43.649440,63.793060 -171.889068,31.193759 -166.756354,-12.598066 -133.783626,-45.306430 -130.958526,-77.467420 -118.234270,-69.249914 35.907800,-36.844955 42.727405,-4.071634 45.159815,28.776365 47.384600,61.405967 52.007354,84.459721 -174.761196,52.974863 -139.344117,20.259036 -135.908451
38.477537 72.313201,5.664005 74.808456,-27.161777 77.004013,-59.717357 81.315938,-85.689217 -160.953022,-54.927649 -109.949572,-22.314542 -106.307663,10.528185 -104.169588,43.315281 -101.453443,75.666854 -90.659419,70.956953 64.718783,27.559122 103.292568,-5.291408 105.496124,-38.056493 107.972136,-70.436635 115.306553,-76.308489 -89.720527,-44.097958 -78.312378,-11.379263 -75.557562,21.477776 -73.425077,54.182825 -69.861517,85.316739 -25.028406,60.202816 98.890293,16.617889 134.093916,-16.236925 136.208282,-48.912364 139.279475,-80.857155 158.045699,-65.692931 -52.799905,-33.223722 -47.184972,-0.427963 -44.862726,32.410075 -42.559086,64.992764 -37.126243,81.381563 110.778331,49.363349 130.982566,5.664005 164.808456,-27.161777 167.004013,-59.717357 171.315938,-85.689217 -70.953022,-54.927649 -19.949572,-22.314542 -16.307663,10.528185 -14.169588,43.315281 -11.453443,75.666854 -0.659419,70.956953 154.718783,38.477537 162.313201,-5.291408 -164.503876,-38.056493 -162.027864,-70.436635 -154.693447,-76.308489 0.279473,-44.097958 11.687622,-11.379263 14.442438,21.477776 16.574923,54.182825 20.138483,85.316739 64.971594,60.202816 -171.109707,27.559122 -166.707432,-16.236925 -133.791718,-48.912364 -130.720525,-80.857155 -111.954301,-65.692931 37.200095,-33.223722 42.815028,-0.427963 45.137274,32.410075 47.440914,64.992764 52.873757,81.381563 -159.221669,49.363349 -139.017434,16.617889 -135.906084
34.849030 72.415797,2.019672 74.786634,-30.789298 77.050011,-63.295662 82.059165,-83.015670 -135.805149,-51.331272 -109.571906,-18.679731 -106.299205,14.171463 -104.181541,46.934805 -101.247919,79.127824 -86.072049,67.394949 66.268999,23.921955 103.322387,-8.933704 105.476704,-41.672082 108.106114,-73.962759 117.487224,-72.808574 -86.756400,-40.485430 -78.149074,-7.737937 -75.574119,25.116442 -73.405901,57.786439 -69.386949,86.370479 24.326547,56.603964 99.466462,12.975333 134.086911,-19.873486 136.209213,-52.512798 139.593105,-83.998942 171.446338,-62.121853 -51.880871,-29.598624 -47.124056,3.216247 -44.885452,36.040789 -42.477164,68.566688 -35.914475,78.001440 117.789020,45.746849 131.230400,2.019672 164.786634,-30.789298 167.050011,-63.295662 172.059165,-83.015670 -45.805149,-51.331272 -19.571906,-18.679731 -16.299205,14.171463 -14.181541,46.934805 -11.247919,79.127824 3.927951,67.394949 156.268999,34.849030 162.415797,-8.933704 -164.523296,-41.672082 -161.893886,-73.962759 -152.512776,-72.808574 3.243600,-40.485430 11.850926,-7.737937 14.425881,25.116442 16.594099,57.786439 20.613051,86.370479 114.326547,56.603964 -170.533538,23.921955 -166.677613,-19.873486 -133.790787,-52.512798 -130.406895,-83.998942 -98.553662,-62.121853 38.119129,-29.598624 42.875944,3.216247 45.114548,36.040789 47.522836,68.566688 54.085525,78.001440 -152.210980,45.746849 -138.769600,12.975333 -135.913089
31.217294 72.488682,-1.624408 74.763767,-34.413161 77.119057,-66.862640 83.083246,-79.759908 -125.605553,-47.728969 -109.285407,-15.042375 -106.301511,17.813600 -104.185744,50.549737 -100.976528,82.444216 -77.188307,63.816284 67.350464,20.282617 103.336922,-12.574488 105.461876,-45.283055 108.285563,-77.445081 120.981898,-69.272897 -84.856779,-36.868399 -78.027838,-4.095234 -75.594618,28.752817 -73.370268,61.382699 -68.751989,84.477552 64.328495,52.998239 99.898883,9.331770 134.072903,-23.507382 136.221821,-56.107056 140.006997,-86.217268 -154.168142,-58.540458 -51.208419,-25.969969 -47.084590,6.860570 -44.906528,39.668159 -42.363265,72.121407 -34.152060,74.515076 121.607530,42.125927 131.417729,-1.624408 164.763767,-34.413161 167.119057,-66.862640 173.083246,-79.759908 -35.605553,-47.728969 -19.285407,-15.042375 -16.301511,17.813600 -14.185744,50.549737 -10.976528,82.444216 12.811693,63.816284 157.350464,31.217294 162.488682,-12.574488 -164.538124,-45.283055 -161.714437,-77.445081 -149.018102,-69.272897 5.143221,-36.868399 11.972162,-4.095234 14.405382,28.752817 16.629732,61.382699 21.248011,84.477552 154.328495,52.998239 -170.101117,20.282617 -166.663078,-23.507382 -133.778179,-56.107056 -129.993003,-86.217268 -64.168142,-58.540458 38.791581,-25.969969 42.915410,6.860570 45.093472,39.668159 47.636735,72.121407 55.847940,74.515076 -148.392470,42.125927 -138.582271,9.331770 -135.927097
27.582675 72.537742,-5.267810 74.741685,-38.033058 77.216819,-70.413700 84.540615,-76.330987 -120.499523,-44.121343 -109.068171,-11.402845 -106.312047,21.454199 -104.179730,54.159461 -100.618749,85.301628 -55.999966,60.226103 68.131403,16.641480 103.339358,-16.213360 105.453733,-48.889023 108.523137,-80.835711 127.235205,-65.716023 -83.561474,-33.247193 -77.940022,-0.451567 -75.617153,32.386546 -73.314102,64.969567 -67.887383,81.402840 79.960105,49.386760 100.226152,5.687611 134.054015,-27.138268 136.249204,-59.694147 140.557248,-85.702144 -101.964427,-54.950924 -50.706952,-22.338078 -47.062334,10.504582 -44.924066,43.291821 -42.209169,75.644187 -31.436202,70.979955 123.952069,38.501030 131.557849,-5.267810 164.741685,-38.033058 167.216819,-70.413700 174.540615,-76.330987 -30.499523,-44.121343 -19.068171,-11.402845 -16.312047,21.454199 -14.179730,54.159461 -10.618749,85.301628 34.000034,60.226103 158.131403,27.582675 162.537742,-16.213360 -164.546267,-48.889023 -161.476863,-80.835711 -142.764795,-65.716023 6.438526,-33.247193 12.059978,-0.451567 14.382847,32.386546 16.685898,64.969567 22.112617,81.402840 169.960105,49.386760 -169.773848,16.641480 -166.660642,-27.138268 -133.750796,-59.694147 -129.442752,-85.702144 -11.964427,-54.950924 39.293048,-22.338078 42.937666,10.504582 45.075934,43.291821 47.790831,75.644187 58.563798,70.979955 -146.047931,38.501030 -138.442151,5.687611 -135.945985
23.945523 72.567671,-8.910115 74.722242,-41.648676 77.350536,-73.940029 86.715207,-72.831383 -117.526055,-40.508845 -108.904561,-7.761530 -106.328572,25.092879 -104.160649,57.763118 -100.145056,86.374227 -6.791590,56.627299 68.708668,12.998932 103.332406,-19.849937 105.454598,-52.489494 108.836207,-83.980231 140.560590,-62.145022 -82.640503,-29.622118 -77.878952,3.192640 -75.639883,36.017281 -73.232365,68.543590 -66.678378,78.023774 87.002165,45.770290 100.474431,2.043279 134.032206,-30.765812 136.295069,-63.272516 141.298993,-83.035663 -76.656855,-51.354588 -50.328606,-18.703285 -47.053798,14.147866 -44.936061,46.911373 -42.004019,79.105726 -26.866024,67.418084 125.506129,34.872545 131.660660,-8.910115 164.722242,-41.648676 167.350536,-73.940029 176.715207,-72.831383 -27.526055,-40.508845 -18.904561,-7.761530 -16.328572,25.092879 -14.160649,57.763118 -10.145056,86.374227 83.208410,56.627299 158.708668,23.945523 162.567671,-19.849937 -164.545402,-52.489494 -161.163793,-83.980231 -129.439410,-62.145022 7.359497,-29.622118 12.121048,3.192640 14.360117,36.017281 16.767635,68.543590 23.321622,78.023774 177.002165,45.770290 -169.525569,12.998932 -166.667594,-30.765812 -133.704931,-63.272516 -128.701007,-83.035663 13.343145,-51.354588 39.671394,-18.703285 42.946202,14.147866 45.063939,46.911373 47.995981,79.105726 63.133976,67.418084 -144.493871,34.872545 -138.339340,2.043279 -135.967794
20.306198 72.582295,-12.550910 74.707378,-45.259680 77.529654,-77.422739 90.198174,-69.295879 -115.621383,-36.891843 -108.783083,-4.118834 -106.349052,28.729270 -104.125135,61.359431 -99.511323,84.495341 33.417170,53.021616 69.141879,9.355374 103.318437,-23.483852 105.467121,-56.083796 109.249350,-86.209695 174.745081,-58.563685 -81.966736,-25.993486 -77.839361,6.836964 -75.660975,39.644673 -73.118697,72.098464 -64.920518,74.537851 90.834026,42.149395 100.662105,-1.600804 134.009340,-34.389700 136.363949,-66.839579 142.320858,-79.781737 -66.404684,-47.752322 -50.041595,-15.065944 -47.056042,17.790011 -44.940322,50.526337 -41.733113,82.423605 -18.025596,63.839506 126.589983,31.240829 131.733718,-12.550910 164.707378,-45.259680 167.529654,-77.422739 -179.801826,-69.295879 -25.621383,-36.891843 -18.783083,-4.118834 -16.349052,28.729270 -14.125135,61.359431 -9.511323,84.495341 123.417170,53.021616 159.141879,20.306198 162.582295,-23.483852 -164.532879,-56.083796 -160.750650,-86.209695 -95.254919,-58.563685 8.033264,-25.993486 12.160639,6.836964 14.339025,39.644673 16.881303,72.098464 25.079482,74.537851 -179.165974,42.149395 -169.337895,9.355374 -166.681563,-34.389700 -133.636051,-66.839579 -127.679142,-79.781737 23.595316,-47.752322 39.958405,-15.065944 42.943958,17.790011 45.059678,50.526337 48.266887,82.423605 71.974404,63.839506 -143.410017,31.240829 -138.266282,-1.600804 -135.990660
16.665071 72.584800,-16.189796 74.699184,-48.865682 77.766802,-80.814257 96.424977,-65.739114 -114.323058,-33.270662 -108.695074,-0.475172 -106.371579,32.363017 -104.069117,64.946368 -98.648508,81.424106 49.141557,49.410171 69.469735,5.711218 103.299573,-27.114758 105.494397,-59.670937 109.798566,-85.714983 -132.977383,-54.974199 -81.464338,-22.361614 -77.817005,10.480980 -75.678543,43.268361 -72.964893,75.621517 -62.212912,71.002956 93.185323,38.524523 100.802496,-5.244213 133.987247,-38.009623 136.461504,-70.390764 143.774706,-76.353483 -61.278603,-44.144729 -49.823966,-11.426427 -47.066532,21.430622 -44.934382,54.136097 -41.375976,85.286449 3.029876,60.249389 127.372504,27.606228 131.782915,-16.189796 164.699184,-48.865682 167.766802,-80.814257 -173.575023,-65.739114 -24.323058,-33.270662 -18.695074,-0.475172 -16.371579,32.363017 -14.069117,64.946368 -8.648508,81.424106 139.141557,49.410171 159.469735,16.665071 162.584800,-27.114758 -164.505603,-59.670937 -160.201434,-85.714983 -42.977383,-54.974199 8.535662,-22.361614 12.182995,10.480980 14.321457,43.268361 17.035107,75.621517 27.787088,71.002956 -176.814677,38.524523 -169.197504,5.711218 -166.700427,-38.009623 -133.538496,-70.390764 -126.225294,-76.353483 28.721397,-44.144729 40.176034,-11.426427 42.933468,21.430622 45.065618,54.136097 48.624024,85.286449 93.029876,60.249389 -142.627496,27.606228 -138.217085,-5.244213 -136.012753
13.022531 72.577901,-19.826389 74.699983,-52.466190 78.079314,-83.961488 109.675663,-62.168190 -113.400146,-29.645612 -108.633848,3.169033 -106.394314,35.993772 -103.987564,68.520491 -97.442259,78.046105 56.215185,45.793732 69.718460,2.066885 103.277777,-30.742325 105.540129,-63.249369 110.538832,-83.055636 -107.509128,-51.377904 -81.085310,-18.726839 -77.808390,14.124269 -75.690581,46.887941 -72.760116,79.083622 -57.659835,67.441218 94.743239,34.896060 100.905522,-8.886526 133.967780,-41.625270 136.594961,-73.917298 145.943242,-72.854190 -58.295753,-40.532261 -49.660049,-7.785122 -47.083025,25.069316 -44.915397,57.739797 -40.903156,86.377827 52.089534,56.650635 127.950868,23.969091 131.812955,-19.826389 164.699983,-52.466190 168.079314,-83.961488 -160.324337,-62.168190 -23.400146,-29.645612 -18.633848,3.169033 -16.394314,35.993772 -13.987564,68.520491 -7.442259,78.046105 146.215185,45.793732 159.718460,13.022531 162.577901,-30.742325 -164.459871,-63.249369 -159.461168,-83.055636 -17.509128,-51.377904 8.914690,-18.726839 12.191610,14.124269 14.309419,46.887941 17.239884,79.083622 32.340165,67.441218 -175.256761,34.896060 -169.094478,2.066885 -166.722223,-41.625270 -133.405039,-73.917298 -124.056758,-72.854190 31.704247,-40.532261 40.339951,-7.785122 42.916975,25.069316 45.084603,57.739797 49.096844,86.377827 142.089534,56.650635 -142.049132,23.969091 -138.187045,-8.886526 -136.032220
