-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
-58.865608 -121.825515,-26.299183 -117.651452,6.530080 -115.468784,39.339347 -112.939163,71.800091 -104.907029,74.833747 50.772994,42.454471 60.838808,9.662228 63.510354,-23.177951 65.656068,-55.781378 69.400437,-86.099904 130.743620,-48.055882 -89.872308,-15.372335 -86.864978,17.483359 -84.749796,50.222110 -81.568393,82.154247 -58.870135,64.141357 86.702595,31.546773 91.919083,-1.293955 94.201785,-34.084680 96.547655,-66.539725 102.411394,-80.064902 -106.811619,-37.196597 -58.601392,-4.425629 -56.156698,28.423146 -53.938330,61.056911 -49.381811,84.722615 81.474146,53.325486 119.300424,20.612741 122.772096,-12.244386 124.898927,-44.955784 127.703059,-77.131976 140.019330,-69.594560 -65.563511,-26.299183 -27.651452,6.530080 -25.468784,39.339347 -22.939163,71.800091 -14.907029,74.833747 140.772994,42.454471 150.838808,9.662228 153.510354,-23.177951 155.656068,-55.781378 159.400437,-86.099904 -139.256380,-58.865608 -31.825515,-15.372335 3.135022,17.483359 5.250204,50.222110 8.431607,82.154247 31.129865,64.141357 176.702595,31.546773 -178.080917,-1.293955 -175.798215,-34.084680 -173.452345,-66.539725 -167.588606,-80.064902 -16.811619,-48.055882 0.127692,-4.425629 33.843302,28.423146 36.061670,61.056911 40.618189,84.722615 171.474146,53.325486 -150.699576,20.612741 -147.227904,-12.244386 -145.101073,-44.955784 -142.296941,-77.131976 -129.980670,-69.594560 24.436489,-37.196597 31.398608
-55.276748 -121.310826,-22.667572 -117.627789,10.174138 -115.486723,42.963361 -112.789113,75.326600 -102.303596,71.301862 53.214651,38.829918 60.982759,6.018106 63.491826,-26.809123 65.681969,-59.369172 69.936409,-85.873548 -176.288130,-44.448718 -89.649511,-11.732986 -86.874863,21.124114 -84.744819,53.832337 -81.219500,85.083250 -39.458046,60.552078 87.506047,27.912401 91.970095,-4.937437 94.179557,-37.704949 96.642542,-70.092504 103.820496,-76.645667 -101.414493,-33.575757 -58.510845,-0.782033 -56.179124,32.057129 -53.884217,64.644744 -48.541866,81.699518 98.470160,49.714493 119.636005,16.971751 122.775512,-15.883447 124.890086,-48.562223 127.934731,-80.534561 145.915473,-66.039246 -64.225070,-22.667572 -27.627789,10.174138 -25.486723,42.963361 -22.789113,75.326600 -12.303596,71.301862 143.214651,38.829918 150.982759,6.018106 153.491826,-26.809123 155.681969,-59.369172 159.936409,-85.873548 -86.288130,-55.276748 -31.310826,-11.732986 3.125137,21.124114 5.255181,53.832337 8.780500,85.083250 50.541954,60.552078 177.506047,27.912401 -178.029905,-4.937437 -175.820443,-37.704949 -173.357458,-70.092504 -166.179504,-76.645667 -11.414493,-44.448718 0.350489,-0.782033 33.820876,32.057129 36.115783,64.644744 41.458134,81.699518 -171.529840,49.714493 -150.363995,16.971751 -147.224488,-15.883447 -145.109914,-48.562223 -142.065269,-80.534561 -124.084527,-66.039246 25.774930,-33.575757 31.489155
-51.680988 -120.922810,-19.033028 -117.618137,13.817505 -115.499308,46.583304 -112.589131,78.795790 -97.964872,67.741896 54.823896,35.201744 61.088613,2.373772 63.470204,-30.436983 65.725985,-62.948418 70.657783,-83.313315 -148.642129,-40.836646 -89.481563,-8.091816 -86.890932,24.762983 -84.727053,57.436589 -80.757864,86.411061 7.489787,56.953972 88.098916,24.275464 92.001590,-8.579858 94.159796,-41.320968 96.772648,-73.621633 105.912372,-73.150551 -98.305823,-29.951020 -58.447584,2.862143 -56.201912,35.688149 -53.805038,68.220134 -47.370696,78.336016 105.972778,46.098451 119.890597,13.329315 122.769309,-19.520248 124.890031,-52.163217 128.240073,-83.715053 158.243501,-62.469337 -63.276441,-19.033028 -27.618137,13.817505 -25.499308,46.583304 -22.589131,78.795790 -7.964872,67.741896 144.823896,35.201744 151.088613,2.373772 153.470204,-30.436983 155.725985,-62.948418 160.657783,-83.313315 -58.642129,-51.680988 -30.922810,-8.091816 3.109068,24.762983 5.272947,57.436589 9.242136,86.411061 97.489787,56.953972 178.098916,24.275464 -177.998410,-8.579858 -175.840204,-41.320968 -173.227352,-73.621633 -164.087628,-73.150551 -8.305823,-40.836646 0.518437,2.862143 33.798088,35.688149 36.194962,68.220134 42.629304,78.336016 -164.027222,46.098451 -150.109403,13.329315 -147.230691,-19.520248 -145.109969,-52.163217 -141.759927,-83.715053 -111.756499,-62.469337 26.723559,-29.951020 31.552416
-48.079231 -120.628537,-15.395903 -117.619514,17.459770 -115.504368,50.198707 -112.324928,82.133422 -89.701347,64.164572 55.941937,31.570306 61.164104,-1.270351 63.447358,-34.061215 65.792564,-66.516655 71.649249,-80.086635 -137.613599,-37.220039 -89.356656,-4.449229 -86.911133,28.399597 -84.693185,61.033637 -80.141015,84.739776 50.547814,53.348859 88.543358,20.636321 92.017462,-12.220806 94.144433,-44.932405 96.947184,-77.109585 109.237060,-69.617529 -96.328469,-26.322697 -58.406234,6.506474 -56.223230,39.315860 -53.694572,71.777131 -45.674962,74.856494 109.998638,42.477937 120.083155,9.685832 122.755885,-23.154419 124.901376,-55.758113 128.642868,-86.090614 -170.323279,-58.888831 -62.583933,-15.395903 -27.619514,17.459770 -25.504368,50.198707 -22.324928,82.133422 0.298653,64.164572 145.941937,31.570306 151.164104,-1.270351 153.447358,-34.061215 155.792564,-66.516655 161.649249,-80.086635 -47.613599,-48.079231 -30.628537,-4.449229 3.088867,28.399597 5.306815,61.033637 9.858985,84.739776 140.547814,53.348859 178.543358,20.636321 -177.982538,-12.220806 -175.855567,-44.932405 -173.052816,-77.109585 -160.762940,-69.617529 -6.328469,-37.220039 0.643344,6.506474 33.776770,39.315860 36.305428,71.777131 44.325038,74.856494 -160.001362,42.477937 -149.916845,9.685832 -147.244115,-23.154419 -145.098624,-55.758113 -141.357132,-86.090614 -80.323279,-58.888831 27.416067,-26.322697 31.593766
-44.472101 -120.405338,-11.756567 -117.629352,21.100536 -115.499464,53.808969 -111.976661,85.067189 -70.409374,60.575359 56.747028,27.935952 61.215257,-4.913838 63.425120,-37.681511 65.887248,-70.069554 73.054985,-76.668122 -132.194796,-33.599224 -89.265913,-0.805637 -86.933551,32.033598 -84.639217,64.621539 -79.302797,81.720620 67.646872,49.737901 88.879541,16.995342 92.020948,-15.859882 94.135542,-48.538879 97.178439,-80.512987 115.108796,-66.062329 -94.986874,-22.691106 -58.382469,10.150535 -56.241197,42.939899 -53.544808,75.303897 -43.079310,71.324847 112.447443,38.853409 120.227383,6.041713 122.737383,-26.785611 124.927172,-59.345957 129.177836,-85.885076 -117.323037,-55.300019 -62.068284,-11.756567 -27.629352,21.100536 -25.499464,53.808969 -21.976661,85.067189 19.590626,60.575359 146.747028,27.935952 151.215257,-4.913838 153.425120,-37.681511 155.887248,-70.069554 163.054985,-76.668122 -42.194796,-44.472101 -30.405338,-0.805637 3.066449,32.033598 5.360783,64.621539 10.697203,81.720620 157.646872,49.737901 178.879541,16.995342 -177.979052,-15.859882 -175.864458,-48.538879 -172.821561,-80.512987 -154.891204,-66.062329 -4.986874,-33.599224 0.734087,10.150535 33.758803,42.939899 36.455192,75.303897 46.920690,71.324847 -157.552557,38.853409 -149.772617,6.041713 -147.262617,-26.785611 -145.072828,-59.345957 -140.822164,-85.885076 -27.323037,-55.300019 27.931716,-22.691106 31.617531
-40.860059 -120.237076,-8.115408 -117.645387,24.739419 -115.481791,57.413264 -111.515873,86.412562 -23.636415,56.977304 57.341031,24.299031 61.246865,-8.556268 63.405337,-41.297559 66.017099,-73.598877 75.141119,-73.173338 -129.076142,-29.974512 -89.202494,2.838536 -86.956342,35.664639 -84.560219,68.197024 -78.134270,78.358286 75.183978,46.121889 89.134589,13.352914 92.014800,-19.496698 94.135422,-52.139910 97.483237,-83.695893 127.369426,-62.492499 -94.036229,-19.056580 -58.372736,13.793907 -56.253824,46.559869 -53.345190,78.773613 -38.756483,67.765020 114.060731,35.225257 120.333457,2.397379 122.715775,-30.413494 124.971058,-62.925265 129.897782,-83.332979 -89.502786,-51.704300 -61.679568,-8.115408 -27.645387,24.739419 -25.481791,57.413264 -21.515873,86.412562 66.363585,56.977304 147.341031,24.299031 151.246865,-8.556268 153.405337,-41.297559 156.017099,-73.598877 165.141119,-73.173338 -39.076142,-40.860059 -30.237076,2.838536 3.043658,35.664639 5.439781,68.197024 11.865730,78.358286 165.183978,46.121889 179.134589,13.352914 -177.985200,-19.496698 -175.864578,-52.139910 -172.516763,-83.695893 -142.630574,-62.492499 -4.036229,-29.974512 0.797506,13.793907 33.746176,46.559869 36.654810,78.773613 51.243517,67.765020 -155.939269,35.225257 -149.666543,2.397379 -147.284225,-30.413494 -145.028942,-62.925265 -140.102218,-83.332979 0.497214,-51.704300 28.320432,-19.056580 31.627264
-37.243480 -120.111922,-4.472828 -117.665568,28.376048 -115.448039,61.010363 -110.900209,84.756889 19.620351,53.372232 57.786288,20.659900 61.262827,-12.197227 63.389939,-44.909027 66.191312,-77.087192 78.454889,-69.640497 -127.093452,-26.346211 -89.161016,6.482867 -86.977675,39.292372 -84.449979,71.754169 -76.442859,74.879239 79.224219,42.501403 89.327501,9.709436 92.001416,-23.130887 94.146685,-55.734848 97.885303,-86.081208 158.611317,-58.912053 -93.342358,-15.419470 -58.374050,17.436181 -56.258939,50.175303 -53.081460,82.112583 -30.532149,64.187788 115.181267,31.593839 120.409124,-1.246747 122.692931,-34.037751 125.037474,-66.493584 130.887120,-80.108361 -78.415792,-48.102580 -61.384769,-4.472828 -27.665568,28.376048 -25.448039,61.010363 -20.900209,84.756889 109.620351,53.372232 147.786288,20.659900 151.262827,-12.197227 153.389939,-44.909027 156.191312,-77.087192 168.454889,-69.640497 -37.093452,-37.243480 -30.111922,6.482867 3.022325,39.292372 5.550021,71.754169 13.557141,74.879239 169.224219,42.501403 179.327501,9.709436 -177.998584,-23.130887 -175.853315,-55.734848 -172.114697,-86.081208 -111.388683,-58.912053 -3.342358,-26.346211 0.838984,17.436181 33.741061,50.175303 36.918540,82.112583 59.467851,64.187788 -154.818733,31.593839 -149.590876,-1.246747 -147.307069,-34.037751 -144.962526,-66.493584 -139.112880,-80.108361 11.584208,-48.102580 28.615231,-15.419470 31.625950
-33.622692 -120.020981,-0.829242 -117.687977,32.010067 -115.394216,64.598333 -110.063714,81.741710 36.823227,49.761309 58.123074,17.018932 61.266384,-15.836315 63.380999,-48.515534 66.422151,-80.491404 84.302361,-66.085411 -125.748694,-22.714640 -89.137149,10.126931 -86.995670,42.916436 -84.300500,75.281193 -73.854957,71.347831 81.680202,38.876900 89.472006,6.065320 91.982940,-26.762100 94.172376,-59.322742 98.419270,-85.896503 -148.359519,-55.323290 -92.825748,-11.780148 -58.383841,21.076958 -56.254108,53.785601 -52.733817,85.051070 -11.359417,60.598640 115.988001,27.959503 120.460418,-4.890240 122.670683,-37.658073 125.131955,-70.046603 132.289501,-76.690574 -72.975188,-44.495483 -61.161168,-0.829242 -27.687977,32.010067 -25.394216,64.598333 -20.063714,81.741710 126.823227,49.761309 148.123074,17.018932 151.266384,-15.836315 153.380999,-48.515534 156.422151,-80.491404 174.302361,-66.085411 -35.748694,-33.622692 -30.020981,10.126931 3.004330,42.916436 5.699500,75.281193 16.145043,71.347831 171.680202,38.876900 179.472006,6.065320 -178.017060,-26.762100 -175.827624,-59.322742 -171.580730,-85.896503 -58.359519,-55.323290 -2.825748,-22.714640 0.862851,21.076958 33.745892,53.785601 37.266183,85.051070 78.640583,60.598640 -154.011999,27.959503 -149.539582,-4.890240 -147.329317,-37.658073 -144.868045,-70.046603 -137.710499,-76.690574 17.024812,-44.495483 28.838832,-11.780148 31.616159
-29.998004 -119.957404,2.814930 -117.710772,35.641128 -115.315399,68.173914 -108.897823,78.380552 44.395043,46.145328 58.378579,13.376512 61.260291,-19.473147 63.380814,-52.116602 66.726404,-83.676705 96.496083,-62.515661 -124.796028,-19.080132 -89.127336,13.770310 -87.008339,46.536434 -84.101246,78.751431 -69.547943,67.788143 83.297546,35.248770 89.578300,2.420985 91.961346,-30.390005 94.216132,-62.902111 99.137791,-83.352620 -120.364076,-51.727612 -92.436330,-8.138999 -58.399843,24.715854 -56.236528,57.389938 -52.273876,86.413911 35.237088,57.000635 116.583140,24.322597 120.492139,-8.532677 122.650878,-41.274149 125.261551,-73.576120 134.369915,-73.196123 -69.846507,-40.883472 -60.992591,2.814930 -27.710772,35.641128 -25.315399,68.173914 -18.897823,78.380552 134.395043,46.145328 148.378579,13.376512 151.260291,-19.473147 153.380814,-52.116602 156.726404,-83.676705 -173.503917,-62.515661 -34.796028,-29.998004 -29.957404,13.770310 2.991661,46.536434 5.898754,78.751431 20.452057,67.788143 173.297546,35.248770 179.578300,2.420985 -178.038654,-30.390005 -175.783868,-62.902111 -170.862209,-83.352620 -30.364076,-51.727612 -2.436330,-19.080132 0.872664,24.715854 33.763472,57.389938 37.726124,86.413911 125.237088,57.000635 -153.416860,24.322597 -149.507861,-8.532677 -147.349122,-41.274149 -144.738449,-73.576120 -135.630085,-73.196123 20.153493,-40.883472 29.007409,-8.138999 31.600157
-26.369725 -119.915799,6.459261 -117.732121,39.268884 -115.205385,71.731206 -107.210720,74.901982 48.449737,42.524869 58.571845,9.733040 61.246946,-23.107355 63.391994,-55.711582 67.127744,-86.071687 127.547417,-58.935275 -124.100791,-15.443038 -89.128587,17.412592 -87.013510,50.151899 -83.837988,82.091729 -61.362543,64.211003 84.420584,31.617372 89.654143,-1.223143 91.938504,-34.014286 94.282385,-66.470513 100.125008,-80.130080 -109.218201,-48.125929 -92.141004,-4.496427 -58.420003,28.352499 -56.202893,60.987089 -51.659394,84.773953 78.691751,53.395604 117.029212,20.683480 120.508192,-12.173648 122.635445,-44.885649 125.435441,-77.064795 137.672818,-69.663465 -67.858461,-37.266921 -60.867190,6.459261 -27.732121,39.268884 -25.205385,71.731206 -17.210720,74.901982 138.449737,42.524869 148.571845,9.733040 151.246946,-23.107355 153.391994,-55.711582 157.127744,-86.071687 -142.452583,-58.935275 -34.100791,-26.369725 -29.915799,17.412592 2.986490,50.151899 6.162012,82.091729 28.637457,64.211003 174.420584,31.617372 179.654143,-1.223143 -178.061496,-34.014286 -175.717615,-66.470513 -169.874992,-80.130080 -19.218201,-48.125929 -2.141004,-15.443038 0.871413,28.352499 33.797107,60.987089 38.340606,84.773953 168.691751,53.395604 -152.970788,20.683480 -149.491808,-12.173648 -147.364555,-44.885649 -144.564559,-77.064795 -132.327182,-69.663465 22.141539,-37.266921 29.132810,-4.496427 31.579997
-22.738174 -119.891830,10.103328 -117.750144,42.892973 -115.056191,75.258486 -104.630535,71.370813 50.912927,38.900390 58.716627,6.088927 61.228496,-26.738588 63.417581,-59.299526 67.660712,-85.907830 -179.397574,-55.346560 -123.583217,-11.803728 -89.138330,21.053380 -87.008753,53.762233 -83.490969,85.034893 -42.308180,60.621920 85.228965,27.983054 89.705578,-4.866641 91.916246,-37.634635 94.376663,-70.023651 101.524045,-76.713023 -103.755673,-44.518865 -91.916999,-0.852846 -58.442404,31.986536 -56.149215,64.575126 -50.824619,81.762787 95.999222,49.784716 117.366603,17.042522 120.511820,-15.812749 122.626457,-48.492189 125.665865,-80.469813 143.496166,-66.108493 -66.510530,-33.646159 -60.776051,10.103328 -27.750144,42.892973 -25.056191,75.258486 -14.630535,71.370813 140.912927,38.900390 148.716627,6.088927 151.228496,-26.738588 153.417581,-59.299526 157.660712,-85.907830 -89.397574,-55.346560 -33.583217,-22.738174 -29.891830,21.053380 2.991247,53.762233 6.509031,85.034893 47.691820,60.621920 175.228965,27.983054 179.705578,-4.866641 -178.083754,-37.634635 -175.623337,-70.023651 -168.475955,-76.713023 -13.755673,-44.518865 -1.916999,-11.803728 0.861670,31.986536 33.850785,64.575126 39.175381,81.762787 -174.000778,49.784716 -152.633397,17.042522 -149.488180,-15.812749 -147.373543,-48.492189 -144.334135,-80.469813 -126.503834,-66.108493 23.489470,-33.646159 29.223949,-0.852846 31.557596
-19.103684 -119.881936,13.746712 -117.762853,46.512999 -114.857300,78.729244 -100.339255,67.811266 52.534340,35.272283 58.823142,2.444592 61.206916,-30.366516 63.461206,-62.878957 68.377811,-83.372236 -151.226006,-51.750924 -123.193095,-8.162591 -89.154299,24.692289 -86.991265,57.366611 -83.031872,86.415108 4.110325,57.023966 85.825242,24.346164 89.737413,-8.509087 91.896419,-41.250740 94.506005,-73.553362 103.598760,-73.218906 -100.616918,-40.906885 -91.748109,2.791323 -58.465203,35.617618 -56.070577,68.150802 -49.661354,78.402813 103.605971,46.168766 117.622567,13.400110 120.505781,-19.449597 122.626207,-52.093294 125.969576,-83.657490 155.623465,-62.538822 -65.555838,-30.021495 -60.712315,13.746712 -27.762853,46.512999 -24.857300,78.729244 -10.339255,67.811266 142.534340,35.272283 148.823142,2.444592 151.206916,-30.366516 153.461206,-62.878957 158.377811,-83.372236 -61.226006,-51.750924 -33.193095,-19.103684 -29.881936,24.692289 3.008735,57.366611 6.968128,86.415108 94.110325,57.023966 175.825242,24.346164 179.737413,-8.509087 -178.103581,-41.250740 -175.493995,-73.553362 -166.401240,-73.218906 -10.616918,-40.906885 -1.748109,-8.162591 0.845701,35.617618 33.929423,68.150802 40.338646,78.402813 -166.394029,46.168766 -152.377433,13.400110 -149.494219,-19.449597 -147.373793,-52.093294 -144.030424,-83.657490 -114.376535,-62.538822 24.444162,-30.021495 29.287685,2.791323 31.534797
-15.466606 -119.883124,17.389002 -117.768081,50.128495 -114.594513,82.070861 -92.192532,64.234217 53.659888,31.640905 58.899161,-1.199539 61.184077,-33.990822 63.527297,-66.447441 69.362914,-80.151791 -140.020824,-48.149278 -122.897243,-4.520027 -89.174438,28.328950 -86.957746,60.963815 -82.418570,84.790968 47.762005,53.418976 86.272133,20.707059 89.753556,-12.150068 91.880952,-44.862270 94.679573,-77.042395 106.890845,-69.686431 -98.623496,-37.290362 -91.622458,6.435654 -58.486566,39.245396 -55.960789,71.708242 -47.978545,74.924723 107.675192,42.548335 117.816187,9.756644 120.492476,-23.083823 122.637304,-55.688316 126.370191,-86.062050 -173.514973,-58.958496 -64.859232,-26.393239 -60.670582,17.389002 -27.768081,50.128495 -24.594513,82.070861 -2.192532,64.234217 143.659888,31.640905 148.899161,-1.199539 151.184077,-33.990822 153.527297,-66.447441 159.362914,-80.151791 -50.020824,-48.149278 -32.897243,-15.466606 -29.883124,28.328950 3.042254,60.963815 7.581430,84.790968 137.762005,53.418976 176.272133,20.707059 179.753556,-12.150068 -178.119048,-44.862270 -175.320427,-77.042395 -163.109155,-69.686431 -8.623496,-37.290362 -1.622458,-4.520027 0.825562,39.245396 34.039211,71.708242 42.021455,74.924723 -162.324808,42.548335 -152.183813,9.756644 -149.507524,-23.083823 -147.362696,-55.688316 -143.629809,-86.062050 -83.514973,-58.958496 25.140768,-26.393239 29.329418,6.435654 31.513434
-11.827309 -119.892820,21.029801 -117.763396,53.738864 -114.248116,85.018659 -73.255673,60.645200 54.469920,28.006605 58.950737,-4.843042 61.161809,-37.611197 63.621374,-70.000698 70.758617,-76.735470 -134.536248,-44.542247 -122.672833,-0.876451 -89.196831,31.963005 -86.904212,64.551919 -81.585509,81.783852 65.174856,49.808123 86.610128,17.066112 89.757255,-15.789183 91.871914,-48.468844 94.909583,-80.448214 112.690210,-66.131574 -97.272382,-33.669626 -91.531121,10.079725 -58.504617,42.869510 -55.811879,75.235777 -45.406044,71.393795 110.145618,38.923880 117.961247,6.112533 120.474053,-26.715076 122.662786,-59.276309 126.902162,-85.919055 -120.437202,-55.369830 -64.340692,-22.761708 -60.646512,21.029801 -27.763396,53.738864 -24.248116,85.018659 16.744327,60.645200 144.469920,28.006605 148.950737,-4.843042 151.161809,-37.611197 153.621374,-70.000698 160.758617,-76.735470 -44.536248,-44.542247 -32.672833,-11.827309 -29.892820,31.963005 3.095788,64.551919 8.414491,81.783852 155.174856,49.808123 176.610128,17.066112 179.757255,-15.789183 -178.128086,-48.468844 -175.090417,-80.448214 -157.309790,-66.131574 -7.272382,-33.669626 -1.531121,-0.876451 0.803169,42.869510 34.188121,75.235777 44.593956,71.393795 -159.854382,38.923880 -152.038753,6.112533 -149.525947,-26.715076 -147.337214,-59.276309 -143.097838,-85.919055 -30.437202,-55.369830 25.659308,-22.761708 29.353488,10.079725 31.495383
-8.186182 -119.908755,24.668724 -117.746001,57.343285 -113.789862,86.416153 -27.016671,57.047296 55.067339,24.369730 58.982686,-8.485496 61.141961,-41.227330 63.750461,-73.530602 72.827654,-73.241688 -131.387374,-40.930297 -122.503627,2.767716 -89.219632,35.594107 -86.825755,68.127691 -80.424864,78.425070 72.816763,46.192204 86.866551,13.423709 89.751271,-19.426047 91.871600,-52.069986 95.212752,-83.638247 124.751568,-62.561983 -96.315658,-30.044987 -91.467227,13.723114 -58.517368,46.489563 -55.613351,78.707052 -41.130417,67.834388 111.771114,35.295795 118.067982,2.468199 120.452487,-30.343027 122.706281,-62.855802 127.617842,-83.391829 -92.088579,-51.774236 -63.949865,-19.127236 -60.636536,24.668724 -27.746001,57.343285 -23.789862,86.416153 62.983329,57.047296 145.067339,24.369730 148.982686,-8.485496 151.141961,-41.227330 153.750461,-73.530602 162.827654,-73.241688 -41.387374,-40.930297 -32.503627,-8.186182 -29.908755,35.594107 3.174245,68.127691 9.575136,78.425070 162.816763,46.192204 176.866551,13.423709 179.751271,-19.426047 -178.128400,-52.069986 -174.787248,-83.638247 -145.248432,-62.561983 -6.315658,-30.044987 -1.467227,2.767716 0.780368,46.489563 34.386649,78.707052 48.869583,67.834388 -158.228886,35.295795 -151.932018,2.468199 -149.547513,-30.343027 -147.293719,-62.855802 -142.382158,-83.391829 -2.088579,-51.774236 26.050135,-19.127236 29.363464,13.723114 31.482632
-4.543626 -119.928874,28.305401 -117.712597,60.940540 -113.177737,84.807933 16.831105,53.442348 55.515049,20.730639 58.998920,-12.126488 61.126458,-44.838891 63.923707,-77.019992 76.108971,-69.709397 -129.388558,-37.313803 -122.377728,6.412048 -89.241011,39.221907 -86.716191,71.685277 -78.746334,74.947462 76.900583,42.571800 87.060526,9.780247 89.738006,-23.060290 91.882614,-55.665050 95.612643,-86.052300 155.424154,-58.981717 -95.617679,-26.416753 -91.425366,17.365413 -58.522651,50.105091 -55.351034,82.049978 -33.022120,64.257431 112.899179,31.664438 118.144178,-1.175935 120.429650,-33.967357 122.772211,-66.424368 128.600836,-80.173495 -80.823665,-48.172626 -63.653484,-15.490173 -60.637661,28.305401 -27.712597,60.940540 -23.177737,84.807933 106.831105,53.442348 145.515049,20.730639 148.998920,-12.126488 151.126458,-44.838891 153.923707,-77.019992 166.108971,-69.709397 -39.388558,-37.313803 -32.377728,-4.543626 -29.928874,39.221907 3.283809,71.685277 11.253666,74.947462 166.900583,42.571800 177.060526,9.780247 179.738006,-23.060290 -178.117386,-55.665050 -174.387357,-86.052300 -114.575846,-58.981717 -5.617679,-26.416753 -1.425366,6.412048 0.758989,50.105091 34.648966,82.049978 56.977880,64.257431 -157.100821,31.664438 -151.855822,-1.175935 -149.570350,-33.967357 -147.227789,-66.424368 -141.399164,-80.173495 9.176335,-48.172626 26.346516,-15.490173 29.362339,17.365413 31.477349
-0.900055 -119.951258,31.939474 -117.659208,64.528712 -112.346386,81.804904 34.350125,49.831530 55.853651,17.089703 59.002690,-15.765617 61.117372,-48.445498 64.153304,-80.426608 81.884490,-66.154655 -128.034251,-33.693093 -122.286193,10.056121 -89.259090,42.846046 -86.567565,75.213066 -76.181487,71.416775 79.378274,38.947371 87.205865,6.136140 89.719609,-26.691565 91.907993,-59.253093 96.143619,-85.930177 -151.478402,-55.393100 -95.098171,-22.785242 -91.401194,21.006223 -58.518039,53.715496 -55.005258,85.002367 -14.201903,60.668480 113.710866,28.030155 118.195896,-4.819444 120.407373,-37.587758 122.866085,-69.977744 129.993216,-76.757913 -75.316915,-44.565628 -63.428670,-11.850890 -60.647309,31.939474 -27.659208,64.528712 -22.346386,81.804904 124.350125,49.831530 145.853651,17.089703 149.002690,-15.765617 151.117372,-48.445498 154.153304,-80.426608 171.884490,-66.154655 -38.034251,-33.693093 -32.286193,-0.900055 -29.951258,42.846046 3.432435,75.213066 13.818513,71.416775 169.378274,38.947371 177.205865,6.136140 179.719609,-26.691565 -178.092007,-59.253093 -173.856381,-85.930177 -61.478402,-55.393100 -5.098171,-22.785242 -1.401194,10.056121 0.740910,53.715496 34.994742,85.002367 75.798097,60.668480 -156.289134,28.030155 -151.804104,-4.819444 -149.592627,-37.587758 -147.133915,-69.977744 -140.006784,-76.757913 14.683085,-44.565628 26.571330,-11.850890 29.352691,21.006223 31.481961
