-0.081521 -95.104381,26.357074 -74.861449,48.308518 -43.611234,54.319722 9.040407,38.365444 51.494925,13.342745 75.444542,-13.496867 94.575326,-38.453813 118.530391,-54.325035 160.911503,-48.350129 -146.589952,-26.485314 -115.352577,8.891153 -28.792745,34.526014 -6.419399,52.898907 32.001713,50.864996 86.091170,30.510772 120.721309,4.411445 141.872469,-22.233837 161.493181,-45.377539 -170.161572,-55.052293 -120.310979,-42.055671 -73.973940,-17.897407 -48.045407,17.750124 37.834017,41.982687 63.760056,55.051935 110.199441,45.320345 160.180592,22.095215 -171.470920,-4.573490 -151.853952,-30.627048 -130.696506,-50.892053 -96.093790,-52.913476 -42.169937,-34.628921 -3.796550,-9.050214 18.583292,26.357074 105.138551,48.308518 136.388766,54.319722 -170.959593,38.365444 -128.505075,13.342745 -104.555458,-13.496867 -85.424674,-38.453813 -61.469609,-54.325035 -19.088497,-48.350129 33.410048,-26.485314 64.647423,-0.081521 84.895619,34.526014 173.580601,52.898907 -147.998287,50.864996 -93.908830,30.510772 -59.278691,4.411445 -38.127531,-22.233837 -18.506819,-45.377539 9.838428,-55.052293 59.689021,-42.055671 106.026060,-17.897407 131.954593,8.891153 151.207255,41.982687 -116.239944,55.051935 -69.800559,45.320345 -19.819408,22.095215 8.529080,-4.573490 28.146048,-30.627048 49.303494,-50.892053 83.906210,-52.913476 137.830063,-34.628921 176.203450,-9.050214 -161.416708,17.750124 -142.165983
-4.406941 75.104918,-30.475610 96.223239,-50.806435 130.693115,-52.977294 -175.411135,-34.774310 -136.891814,-9.215896 -114.460075,17.587526 -95.218149,41.853028 -69.373176,55.037696 -23.076436,45.437977 27.021970,22.255034 55.469468,-13.332537 141.528417,-38.315511 165.418186,-54.284486 -152.350681,-48.452713 -99.775575,-26.641176 -68.421566,-0.248359 -48.144822,26.200648 -27.930001,48.204776 3.203799,54.359591 55.776496,38.503997 98.381971,13.507232 122.397503,-22.074257 -151.566177,-45.260013 -123.319001,-55.065427 -73.585896,-42.184364 -27.107906,-18.059630 -1.097849,8.725284 18.164020,34.379863 40.485944,52.833834 78.760607,50.950404 132.876409,30.662491 167.640608,4.578049 -171.168700,-30.475610 -83.776761,-50.806435 -49.306885,-52.977294 4.588865,-34.774310 43.108186,-9.215896 65.539925,17.587526 84.781851,41.853028 110.626824,55.037696 156.923564,45.437977 -152.978030,22.255034 -124.530532,-4.406941 -104.895082,-38.315511 -14.581814,-54.284486 27.649319,-48.452713 80.224425,-26.641176 111.578434,-0.248359 131.855178,26.200648 152.069999,48.204776 -176.796201,54.359591 -124.223504,38.503997 -81.618029,13.507232 -57.602497,-13.332537 -38.471583,-45.260013 56.680999,-55.065427 106.414104,-42.184364 152.892094,-18.059630 178.902151,8.725284 -161.835980,34.379863 -139.514056,52.833834 -101.239393,50.950404 -47.123591,30.662491 -12.359392,4.578049 8.831300,-22.074257 28.433823
-5.900174 76.028786,-31.827097 97.513623,-51.548448 133.195045,-52.375079 -172.728562,-33.461571 -135.505240,-7.728216 -113.521869,19.042993 -94.188876,43.002158 -67.594498,55.129094 -20.041666,44.365904 28.963497,20.817375 56.546448,-14.804342 142.508205,-39.544997 167.003531,-54.614146 -149.423554,-47.511669 -97.594814,-25.237735 -67.263418,1.248262 -47.229034,27.598465 -26.748055,49.113800 5.453741,53.968168 58.672005,37.250405 99.922842,12.029585 123.366578,-23.501521 -150.469746,-46.296811 -121.319178,-54.911712 -70.576795,-41.016429 -25.383037,-16.601322 -0.082608,10.211787 19.108720,35.682124 41.909532,53.386955 81.509391,50.158904 135.317697,29.294833 168.900397,3.082927 -170.248247,-31.827097 -82.486377,-51.548448 -46.804955,-52.375079 7.271438,-33.461571 44.494760,-7.728216 66.478131,19.042993 85.811124,43.002158 112.405502,55.129094 159.958334,44.365904 -151.036503,20.817375 -123.453552,-5.900174 -103.971214,-39.544997 -12.996469,-54.614146 30.576446,-47.511669 82.405186,-25.237735 112.736582,1.248262 132.770966,27.598465 153.251945,49.113800 -174.546259,53.968168 -121.327995,37.250405 -80.077158,12.029585 -56.633422,-14.804342 -37.491795,-46.296811 58.680822,-54.911712 109.423205,-41.016429 154.616963,-16.601322 179.917392,10.211787 -160.891280,35.682124 -138.090468,53.386955 -98.490609,50.158904 -44.682303,29.294833 -11.099603,3.082927 9.751753,-23.501521 29.530254
-7.391247 76.958198,-33.162011 98.845416,-52.229726 135.780035,-51.708010 -170.125154,-32.130590 -134.163678,-6.237707 -112.591001,20.490931 -93.139372,44.118253 -65.744680,55.138395 -16.998945,43.257632 30.829871,19.371244 57.600795,-16.270489 143.502859,-40.748117 168.649439,-54.865788 -146.452719,-46.525760 -95.496718,-23.823034 -66.134367,2.744531 -46.312016,28.983415 -25.532724,49.972110 7.789453,53.502364 61.506247,35.973904 101.409008,10.547597 124.323740,-24.918640 -149.346962,-47.292444 -119.239491,-54.677972 -67.597584,-39.819557 -23.722951,-15.136546 0.915645,11.694674 20.063407,36.963565 43.383784,53.869203 84.328655,49.312533 137.672896,27.912945 170.123632,1.586811 -169.330756,-33.162011 -81.154584,-52.229726 -44.219965,-51.708010 9.874846,-32.130590 45.836322,-6.237707 67.408999,20.490931 86.860628,44.118253 114.255320,55.138395 163.001055,43.257632 -149.170129,19.371244 -122.399205,-7.391247 -103.041802,-40.748117 -11.350561,-54.865788 33.547281,-46.525760 84.503282,-23.823034 113.865633,2.744531 133.687984,28.983415 154.467276,49.972110 -172.210547,53.502364 -118.493753,35.973904 -78.590992,10.547597 -55.676260,-16.270489 -36.497141,-47.292444 60.760509,-54.677972 112.402416,-39.819557 156.277049,-15.136546 -179.084355,11.694674 -159.936593,36.963565 -136.616216,53.869203 -95.671345,49.312533 -42.327104,27.912945 -9.876368,1.586811 10.669244,-24.918640 30.653038
-8.879616 77.894615,-34.479002 100.221542,-52.846902 138.445059,-50.979440 -167.604236,-30.782740 -132.864176,-4.744915 -111.666005,21.930577 -92.067690,45.198752 -63.820430,55.065534 -13.961246,42.115759 32.624347,17.917415 58.634479,-17.730320 144.514101,-41.922791 170.359351,-55.037720 -143.449337,-45.498020 -93.479055,-22.397988 -65.032164,4.239923 -45.392357,30.354393 -24.281439,50.776324 10.211301,52.965010 64.271542,34.676211 102.843776,9.061861 125.270564,-26.324712 -148.195599,-48.243910 -117.077599,-54.365788 -64.659647,-38.595862 -22.124205,-13.665964 1.898649,13.173357 21.029647,38.222497 44.911985,54.277685 87.211051,48.414691 139.942165,26.517946 171.312912,0.090224 -168.414813,-34.479002 -79.778458,-52.846902 -41.554941,-50.979440 12.395764,-30.782740 47.135824,-4.744915 68.333995,21.930577 87.932310,45.198752 116.179570,55.065534 166.038754,42.115759 -147.375653,17.917415 -121.365521,-8.879616 -102.105385,-41.922791 -9.640649,-55.037720 36.550663,-45.498020 86.520945,-22.397988 114.967836,4.239923 134.607643,30.354393 155.718561,50.776324 -169.788699,52.965010 -115.728458,34.676211 -77.156224,9.061861 -54.729436,-17.730320 -35.485899,-48.243910 62.922401,-54.365788 115.340353,-38.595862 157.875795,-13.665964 -178.101351,13.173357 -158.970353,38.222497 -135.088015,54.277685 -92.788949,48.414691 -40.057835,26.517946 -8.687088,0.090224 11.585187,-26.324712 31.804401
-10.364725 78.839525,-35.776618 101.645044,-53.396708 141.185728,-50.192773 -165.167850,-29.419299 -131.603904,-3.250377 -110.745439,23.361123 -90.971792,46.240930 -61.818657,54.911026 -10.941399,40.942723 34.350316,16.456622 59.649383,-19.183148 145.543722,-43.066791 172.136699,-55.128756 -140.425446,-44.431337 -91.539162,-20.963461 -63.954662,5.733912 -44.468635,31.710220 -22.991507,51.523002 12.718672,52.359194 66.961690,33.358925 104.230347,7.572953 126.208584,-27.718774 -147.013328,-49.148072 -114.831694,-53.977211 -61.773292,-37.347312 -20.583382,-12.190215 2.868080,14.647225 22.009052,39.457103 46.497508,54.609826 90.147788,47.468690 142.126516,25.110884 172.470716,-1.406312 -167.499011,-35.776618 -78.354956,-53.396708 -38.814272,-50.192773 14.832150,-29.419299 48.396096,-3.250377 69.254561,23.361123 89.028208,46.240930 118.181343,54.911026 169.058601,40.942723 -145.649684,16.456622 -120.350617,-10.364725 -101.160475,-43.066791 -7.863301,-55.128756 39.574554,-44.431337 88.460838,-20.963461 116.045338,5.733912 135.531365,31.710220 157.008493,51.523002 -167.281328,52.359194 -113.038310,33.358925 -75.769653,7.572953 -53.791416,-19.183148 -34.456278,-49.148072 65.168306,-53.977211 118.226708,-37.347312 159.416618,-12.190215 -177.131920,14.647225 -157.990948,39.457103 -133.502492,54.609826 -89.852212,47.468690 -37.873484,25.110884 -7.529284,-1.406312 12.500989,-27.718774 32.986672
-11.846005 79.794451,-37.053299 103.119078,-53.876049 143.996210,-49.351416 -162.816887,-28.041461 -130.380155,-1.754622 -109.827877,24.781714 -89.849548,47.241909 -59.736562,54.675949 -7.951734,39.740807 36.011241,14.989564 60.647318,-20.628250 146.593586,-44.177736 173.984854,-55.138261 -137.393651,-43.328446 -89.674052,-19.520265 -62.899811,7.225961 -43.539412,33.049628 -21.660111,52.208692 15.309825,51.688194 69.571963,32.023530 105.571812,6.081433 127.139297,-29.099801 -145.797705,-50.001676 -112.500634,-53.514694 -58.947552,-36.075741 -19.097121,-10.709910 3.825560,16.115646 23.003289,40.665432 48.143790,54.863447 93.128741,46.477732 144.227669,23.692738 173.599409,-2.902275 -166.581946,-37.053299 -76.880922,-53.876049 -36.003790,-49.351416 17.183113,-28.041461 49.619845,-1.754622 70.172123,24.781714 90.150452,47.241909 120.263438,54.675949 172.048266,39.740807 -143.988759,14.989564 -119.352682,-11.846005 -100.205549,-44.177736 -6.015146,-55.138261 42.606349,-43.328446 90.325948,-19.520265 117.100189,7.225961 136.460588,33.049628 158.339889,52.208692 -164.690175,51.688194 -110.428037,32.023530 -74.428188,6.081433 -52.860703,-20.628250 -33.406414,-50.001676 67.499366,-53.514694 121.052448,-36.075741 160.902879,-10.709910 -176.174440,16.115646 -156.996711,40.665432 -131.856210,54.863447 -86.871259,46.477732 -35.772331,23.692738 -6.400591,-2.902275 13.418054,-29.099801 34.202295
-13.322869 80.760957,-38.307367 104.646902,-54.282071 146.869211,-48.458728 -160.551233,-26.650339 -129.190342,-0.258173 -108.911907,26.191442 -88.698728,48.198656 -57.571754,54.361907 -5.003754,38.512138 37.610598,13.516906 61.630025,-22.064866 147.665635,-45.253085 175.907063,-55.066168 -134.366780,-42.191922 -87.880519,-18.069170 -61.865647,8.715526 -42.603226,34.371259 -20.284311,52.829980 17.981748,50.955405 72.099038,30.671409 106.871140,4.587848 128.064170,-30.466696 -144.546172,-50.801377 -110.084093,-52.981022 -56.190057,-34.782855 -17.662142,-9.225640 4.772664,17.577958 24.014084,41.845389 49.854308,55.036827 96.142638,45.444882 146.247903,22.264432 174.701246,-4.397144 -165.662206,-38.307367 -75.353098,-54.282071 -33.130789,-48.458728 19.448767,-26.650339 50.809658,-0.258173 71.088093,26.191442 91.301272,48.198656 122.428246,54.361907 174.996246,38.512138 -142.389402,13.516906 -118.369975,-13.322869 -99.239043,-45.253085 -4.092937,-55.066168 45.633220,-42.191922 92.119481,-18.069170 118.134353,8.715526 137.396774,34.371259 159.715689,52.829980 -162.018252,50.955405 -107.900962,30.671409 -73.128860,4.587848 -51.935830,-22.064866 -32.334365,-50.801377 69.915907,-52.981022 123.809943,-34.782855 162.337858,-9.225640 -175.227336,17.577958 -155.985916,41.845389 -130.145692,55.036827 -83.857362,45.444882 -33.752097,22.264432 -5.298754,-4.397144 14.337794,-30.466696 35.453828
-14.794709 81.740653,-39.537019 106.231861,-54.612236 149.796017,-47.517989 -158.369924,-25.246975 -128.031996,1.238449 -107.996122,27.589340 -87.516992,49.108001 -55.322372,53.970979 -2.107872,37.258702 39.151839,12.039289 62.599183,-23.492194 148.761900,-46.290143 177.906371,-54.912982 -131.357523,-41.024184 -86.155214,-16.610907 -60.850289,10.202051 -41.658586,35.673651 -18.861046,53.383555 20.730049,50.164276 74.540888,29.303849 108.131177,3.092735 128.984648,-31.818287 -143.256051,-51.543776 -107.582715,-52.379243 -53.506980,-33.470240 -16.275263,-7.737981 5.710924,19.033472 25.043230,42.994728 51.632530,55.128762 99.177314,44.373055 148.189933,20.826830 175.778381,-5.890389 -164.738369,-39.537019 -73.768139,-54.612236 -30.203983,-47.517989 21.630076,-25.246975 51.968004,1.238449 72.003878,27.589340 92.483008,49.108001 124.677628,53.970979 177.892128,37.258702 -140.848161,12.039289 -117.400817,-14.794709 -98.259347,-46.290143 -2.093629,-54.912982 48.642477,-41.024184 93.844786,-16.610907 119.149711,10.202051 138.341414,35.673651 161.138954,53.383555 -159.269951,50.164276 -105.459112,29.303849 -71.868823,3.092735 -51.015352,-23.492194 -31.238100,-51.543776 72.417285,-52.379243 126.493020,-33.470240 163.724737,-7.737981 -174.289076,19.033472 -154.956770,42.994728 -128.367470,55.128762 -80.822686,44.373055 -31.810067,20.826830 -4.221619,-5.890389 15.261631,-31.818287 36.743949
-16.260895 82.735204,-40.740318 107.877361,-54.864396 152.766601,-46.532364 -156.271292,-23.832345 -126.902762,2.734721 -107.079117,28.974377 -86.301888,49.966654 -52.987224,53.505655 0.726798,35.982345 40.638353,10.557327 63.556418,-24.909383 149.884504,-47.286055 179.985526,-54.679762 -128.378078,-39.827495 -84.494714,-15.146170 -59.851930,11.684964 -40.703970,36.955234 -17.387136,53.866278 23.548873,49.318254 76.896652,27.922051 109.354644,1.596624 129.902154,-33.153314 -141.924538,-52.225464 -104.998261,-51.712588 -50.903040,-32.139374 -14.933416,-6.247489 6.641835,20.481463 26.092595,44.111048 53.481870,55.138602 102.220024,43.265011 150.056790,19.380753 176.832870,-7.381478 -163.808998,-40.740318 -72.122639,-54.864396 -27.233399,-46.532364 23.728708,-23.832345 53.097238,2.734721 72.920883,28.974377 93.698112,49.966654 127.012776,53.505655 -179.273202,35.982345 -139.361647,10.557327 -116.443582,-16.260895 -97.264796,-47.286055 -0.014474,-54.679762 51.621922,-39.827495 95.505286,-15.146170 120.148070,11.684964 139.296030,36.955234 162.612864,53.866278 -156.451127,49.318254 -103.103348,27.922051 -70.645356,1.596624 -50.097846,-24.909383 -30.115496,-52.225464 75.001739,-51.712588 129.096960,-32.139374 165.066584,-6.247489 -173.358165,20.481463 -153.907405,44.111048 -126.518130,55.138602 -77.779976,43.265011 -29.943210,19.380753 -3.167130,-7.381478 16.191002,-33.153314 38.075462
-17.720770 83.746332,-41.915185 109.586842,-55.036855 155.769808,-45.504889 -154.253110,-22.407365 -125.800389,4.230121 -106.159480,30.345451 -85.050847,50.771234 -50.565941,52.968760 3.492567,34.684786 42.073447,9.071614 64.503305,-26.315530 151.035672,-48.237821 -177.853128,-54.368087 -125.439835,-38.603969 -82.895577,-13.675625 -58.868832,13.163676 -39.737811,38.214319 -15.859299,54.275252 26.430882,48.420738 79.166482,26.527134 110.544138,0.100038 130.818103,-34.470427 -140.548713,-52.843071 -102.333749,-50.984410 -48.381573,-30.791630 -13.633647,-4.754710 7.566865,21.921165 27.164126,45.191788 55.405622,55.066279 105.257798,42.123350 151.851726,17.926972 177.866683,-8.869866 -162.872632,-41.915185 -70.413158,-55.036855 -24.230192,-45.504889 25.746890,-22.407365 54.199611,4.230121 73.840520,30.345451 94.949153,50.771234 129.434059,52.968760 -176.507433,34.684786 -137.926553,9.071614 -115.496695,-17.720770 -96.253668,-48.237821 2.146872,-54.368087 54.560165,-38.603969 97.104423,-13.675625 121.131168,13.163676 140.262189,38.214319 164.140701,54.275252 -153.569118,48.420738 -100.833518,26.527134 -69.455862,0.100038 -49.181897,-26.315530 -28.964328,-52.843071 77.666251,-50.984410 131.618427,-30.791630 166.366353,-4.754710 -172.433135,21.921165 -152.835874,45.191788 -124.594378,55.066279 -74.742202,42.123350 -28.148274,17.926972 -2.133317,-8.869866 17.127368,-34.470427 39.451287
-19.173646 84.775826,-43.059394 111.363737,-55.128425 158.793605,-44.438453 -152.312716,-20.972897 -124.722733,5.724121 -105.235790,31.701381 -83.761178,51.518301 -48.059126,52.363382 6.183225,33.367624 43.460324,7.582726 65.441378,-27.709674 152.217733,-49.142304 -175.607778,-53.980003 -122.553111,-37.355576 -81.354385,-12.199907 -57.899317,14.637577 -38.758497,39.449091 -14.274164,54.607902 29.367294,47.475044 81.351385,25.120147 111.702141,-1.396500 131.733900,-35.768175 -139.125532,-53.393329 -99.593558,-50.198113 -45.944629,-29.428288 -12.373127,-3.260182 8.487456,23.351774 28.259858,46.234227 57.406878,54.912303 108.277803,40.950512 153.578133,16.466222 178.881704,-10.354998 -161.927783,-43.059394 -68.636263,-55.128425 -21.206395,-44.438453 27.687284,-20.972897 55.277267,5.724121 74.764210,31.701381 96.238822,51.518301 131.940874,52.363382 -173.816775,33.367624 -136.539676,7.582726 -114.558622,-19.173646 -95.224174,-49.142304 4.392222,-53.980003 57.446889,-37.355576 98.645615,-12.199907 122.100683,14.637577 141.241503,39.449091 165.725836,54.607902 -150.632706,47.475044 -98.648615,25.120147 -68.297859,-1.396500 -48.266100,-27.709674 -27.782267,-53.393329 80.406442,-50.198113 134.055371,-29.428288 167.626873,-3.260182 -171.512544,23.351774 -151.740142,46.234227 -122.593122,54.912303 -71.722197,40.950512 -26.421867,16.466222 -1.118296,-10.354998 18.072217,-35.768175 40.874468
-20.618801 85.825551,-44.170564 113.211416,-55.138465 161.825390,-43.335790 -150.447126,-19.529755 -123.667739,7.216184 -104.306607,33.040902 -82.430063,52.204402 -45.468514,51.692799 8.794034,32.032343 44.802076,6.091221 66.372134,-29.090790 153.433129,-49.996250 -173.277278,-53.517962 -119.726947,-36.084150 -79.867777,-10.719630 -56.941763,16.106036 -37.764363,40.657599 -12.628291,54.862044 32.347993,46.484370 83.453076,23.702072 112.831017,-2.892469 132.650953,-37.044999 -137.651840,-53.873142 -96.783512,-49.357103 -43.593105,-28.050540 -11.149146,-1.764433 9.405033,24.772433 29.381922,47.235486 59.488437,54.677749 111.267705,39.748777 155.239473,14.999203 179.879745,-11.836305 -160.972927,-44.170564 -66.788584,-55.138465 -18.174610,-43.335790 29.552874,-19.529755 56.332261,7.216184 75.693393,33.040902 97.569937,52.204402 134.531486,51.692799 -171.205966,32.032343 -135.197924,6.091221 -113.627866,-20.618801 -94.174449,-49.996250 6.722722,-53.517962 60.273053,-36.084150 100.132223,-10.719630 123.058237,16.106036 142.235637,40.657599 167.371709,54.862044 -147.652007,46.484370 -96.546924,23.702072 -67.168983,-2.892469 -47.349047,-29.090790 -26.566871,-53.873142 83.216488,-49.357103 136.406895,-28.050540 168.850854,-1.764433 -170.594967,24.772433 -150.618078,47.235486 -120.511563,54.677749 -68.732295,39.748777 -24.760527,14.999203 -0.120255,-11.836305 19.027073,-37.044999 42.348160
-22.055475 86.897448,-45.246156 115.133130,-55.066906 164.852335,-42.199479 -148.653134,-18.078710 -122.633446,8.705768 -103.370471,34.362653 -81.054565,52.826123 -42.797107,50.960404 11.321662,30.680327 46.101671,4.597648 67.297041,-30.457782 154.684417,-50.796316 -170.861297,-52.984747 -116.968983,-34.791398 -78.432472,-9.235385 -55.994596,17.568391 -36.753683,41.837748 -10.918206,55.035955 35.361712,45.451784 85.473833,22.273829 113.933023,-4.387346 133.570671,-38.299221 -136.124379,-54.279653 -93.910894,-48.464742 -41.326894,-26.659502 -9.959119,-0.267986 10.321008,26.182235 30.532547,48.192533 61.652696,54.364219 114.215993,38.520278 156.839223,13.526580 -179.137454,-13.313200 -160.006502,-45.246156 -64.866870,-55.066906 -15.147665,-42.199479 31.346866,-18.078710 57.366554,8.705768 76.629529,34.362653 98.945435,52.826123 137.202893,50.960404 -168.678338,30.680327 -133.898329,4.597648 -112.702959,-22.055475 -93.102552,-50.796316 9.138703,-52.984747 63.031017,-34.791398 101.567528,-9.235385 124.005404,17.568391 143.246317,41.837748 169.081794,55.035955 -144.638288,45.451784 -94.526167,22.273829 -66.066977,-4.387346 -46.429329,-30.457782 -25.315583,-54.279653 86.089106,-48.464742 138.673106,-26.659502 170.040881,-0.267986 -169.678992,26.182235 -149.467453,48.192533 -118.347304,54.364219 -65.784007,38.520278 -23.160777,13.526580 0.862546,-13.313200 19.993498,-38.299221 43.875621
-23.482866 87.993547,-46.283473 117.131923,-54.914248 167.861748,-41.031938 -146.927393,-16.620491 -121.617970,10.192314 -102.425892,35.665176 -79.631620,53.380153 -40.049290,50.169647 13.764075,29.312865 47.361956,3.102543 68.217542,-31.809477 155.974277,-51.539102 -168.360471,-52.383404 -114.285401,-33.478909 -77.045288,-7.747746 -55.056284,19.023952 -35.724663,42.987296 -9.140439,55.128426 38.396293,44.380204 87.416366,20.836286 115.010313,-5.880604 134.494476,-39.529039 -134.539806,-54.610323 -90.984410,-47.524307 -39.145036,-25.256215 -8.800575,1.228636 11.236790,27.580214 31.714073,49.102199 63.901519,53.973788 117.112248,37.266998 158.380834,12.048993 -178.168212,-14.785075 -159.026898,-46.283473 -62.868077,-54.914248 -12.138252,-41.031938 33.072607,-16.620491 58.382030,10.192314 77.574108,35.665176 100.368380,53.380153 139.950710,50.169647 -166.235925,29.312865 -132.638044,3.102543 -111.782458,-23.482866 -92.006453,-51.539102 11.639529,-52.383404 65.714599,-33.478909 102.954712,-7.747746 124.943716,19.023952 144.275337,42.987296 170.859561,55.128426 -141.603707,44.380204 -92.583634,20.836286 -64.989687,-5.880604 -45.505524,-31.809477 -24.025723,-54.610323 89.015590,-47.524307 140.854964,-25.256215 171.199425,1.228636 -168.763210,27.580214 -148.285927,49.102199 -116.098481,53.973788 -62.887752,37.266998 -21.619166,12.048993 1.831788,-14.785075 20.973102,-39.529039 45.460194
-24.900125 89.115972,-47.279665 119.210546,-54.681549 170.841427,-39.835432 -145.266479,-15.155795 -120.619506,11.675253 -101.471346,36.946901 -78.158053,53.863350 -37.230906,49.323973 16.120405,27.931156 48.585654,1.606436 69.135063,-33.144617 157.305509,-52.221199 -165.776554,-51.717164 -111.680930,-32.148158 -75.703155,-6.257270 -54.125329,20.471994 -34.675437,44.103841 -7.291576,55.138805 41.438994,43.272389 89.283705,19.390261 116.064945,-7.371708 135.423806,-40.732517 -132.894715,-54.863001 -88.014078,-46.538967 -37.045870,-23.841656 -7.671157,2.724912 12.153782,28.965339 32.928949,49.961196 66.236102,53.508943 119.947347,35.990785 159.867696,10.567058 -177.210904,-16.251301 -158.032450,-47.279665 -60.789454,-54.681549 -9.158573,-39.835432 34.733521,-15.155795 59.380494,11.675253 78.528654,36.946901 101.841947,53.863350 142.769094,49.323973 -163.879595,27.931156 -131.414346,1.606436 -110.864937,-24.900125 -90.884028,-52.221199 14.223446,-51.717164 68.319070,-32.148158 104.296845,-6.257270 125.874671,20.471994 145.324563,44.103841 172.708424,55.138805 -138.561006,43.272389 -90.716295,19.390261 -63.935055,-7.371708 -44.576194,-33.144617 -22.694491,-54.863001 91.985922,-46.538967 142.954130,-23.841656 172.328843,2.724912 -167.846218,28.965339 -147.071051,49.961196 -113.763898,53.508943 -60.052653,35.990785 -20.132304,10.567058 2.789096,-16.251301 21.967550,-40.732517 47.105285
-26.306347 90.266945,-48.231731 121.371346,-54.370382 173.779974,-38.612075 -143.666951,-13.685285 -119.636313,13.153994 -100.505268,38.206140 -76.630581,54.272817 -34.349284,48.426784 18.390795,26.536322 49.775363,0.109852 70.051018,-34.461852 158.681034,-52.839237 -163.112554,-50.989378 -109.158915,-30.800520 -74.403120,-4.764505 -53.200266,21.911753 -33.604058,45.184823 -5.368323,55.067020 44.476842,42.130941 91.079102,17.936528 117.098886,-8.860116 136.360121,-41.907579 -131.185664,-55.035987 -85.011047,-45.511757 -35.027168,-22.416741 -6.568616,4.220319 13.073397,30.336509 34.179745,50.766142 68.656822,52.972507 122.713589,34.693360 161.303117,9.081368 -176.263954,-17.711219 -157.021437,-48.231731 -58.628654,-54.370382 -6.220026,-38.612075 36.333049,-13.685285 60.363687,13.153994 79.494732,38.206140 103.369419,54.272817 145.650716,48.426784 -161.609205,26.536322 -130.224637,0.109852 -109.948982,-26.306347 -89.733055,-52.839237 16.887446,-50.989378 70.841085,-30.800520 105.596880,-4.764505 126.799734,21.911753 146.395942,45.184823 174.631677,55.067020 -135.523158,42.130941 -88.920898,17.936528 -62.901114,-8.860116 -43.639879,-34.461852 -21.318966,-55.035987 94.988953,-45.511757 144.972832,-22.416741 173.431384,4.220319 -166.926603,30.336509 -145.820255,50.766142 -111.343178,52.972507 -57.286411,34.693360 -18.696883,9.081368 3.736046,-17.711219 22.978563,-41.907579 48.814336
-27.700573 91.448795,-49.136534 123.616141,-53.982792 176.667067,-37.363839 -142.125391,-12.209600 -118.666715,14.627930 -99.526046,39.441077 -75.045833,54.605974 -31.413198,47.481395 20.576250,25.129411 50.933564,-1.386688 70.966812,-35.759732 160.103894,-53.389947 -160.372842,-50.203451 -106.721412,-29.437276 -73.142351,-3.269987 -52.279650,23.342424 -32.508491,46.227523 -3.367585,54.913577 47.497004,40.958299 92.805948,16.475822 118.114025,-10.345272 137.304910,-43.051996 -129.409223,-55.128089 -81.987344,-44.445567 -33.086273,-20.982332 -5.490804,5.714330 13.997056,31.692542 35.469153,51.513597 71.163080,52.367568 125.404756,33.376321 162.690300,7.592498 -175.325828,-19.164143 -155.992069,-49.136534 -56.383859,-53.982792 -3.332933,-37.363839 37.874609,-12.209600 61.333285,14.627930 80.473954,39.441077 104.954167,54.605974 148.586802,47.481395 -159.423750,25.129411 -129.066436,-1.386688 -109.033188,-27.700573 -88.551205,-53.389947 19.627158,-50.203451 73.278588,-29.437276 106.857649,-3.269987 127.720350,23.342424 147.491509,46.227523 176.632415,54.913577 -132.502996,40.958299 -87.194052,16.475822 -61.885975,-10.345272 -42.695090,-35.759732 -19.896106,-55.128089 98.012656,-44.445567 146.913727,-20.982332 174.509196,5.714330 -166.002944,31.692542 -144.530847,51.513597 -108.836920,52.367568 -54.595244,33.376321 -17.309700,7.592498 4.674172,-19.164143 24.007931,-43.051996 50.590777
-29.081778 92.663964,-49.990822 125.946080,-53.521226 179.493654,-36.092559 -140.638436,-10.729350 -117.709088,16.096426 -98.532015,40.649764 -73.400370,54.860637 -28.432754,46.491006 22.678481,23.711405 52.062624,-2.882662 71.883852,-37.036698 161.577245,-53.870231 -157.563232,-49.362789 -104.369327,-28.059619 -71.918140,-1.774244 -51.362058,24.763151 -31.386607,47.229061 -1.286560,54.679547 50.487142,39.756747 94.467703,15.008841 119.112171,-11.826606 138.259694,-44.163390 -127.562018,-55.138665 -78.955570,-43.343133 -31.220203,-19.539245 -4.435668,7.206408 14.926198,33.032174 36.799986,52.200109 73.753150,51.697401 128.016102,32.041155 164.032337,6.101009 -174.395029,-20.609351 -154.942483,-49.990822 -54.053920,-53.521226 -0.506346,-36.092559 39.361564,-10.729350 62.290912,16.096426 81.467985,40.649764 106.599630,54.860637 151.567246,46.491006 -157.321519,23.711405 -127.937376,-2.882662 -108.116148,-29.081778 -87.336036,-53.870231 22.436768,-49.362789 75.630673,-28.059619 108.081860,-1.774244 128.637942,24.763151 148.613393,47.229061 178.713440,54.679547 -129.512858,39.756747 -85.532297,15.008841 -60.887829,-11.826606 -41.740306,-37.036698 -18.422755,-55.138665 101.044430,-43.343133 148.779797,-19.539245 175.564332,7.206408 -165.073802,33.032174 -143.200014,52.200109 -106.246850,51.697401 -51.983898,32.041155 -15.967663,6.101009 5.604971,-20.609351 25.057517,-44.163390 52.437982
