-0.081521 -95.104381,26.357074 -74.861449,48.308518 -43.611234,54.319722 9.040407,38.365444 51.494925,13.342745 75.444542,-13.496867 94.575326,-38.453813 118.530391,-54.325035 160.911503,-48.350129 -146.589952,-26.485314 -115.352577,8.891153 -28.792745,34.526014 -6.419399,52.898907 32.001713,50.864996 86.091170,30.510772 120.721309,4.411445 141.872469,-22.233837 161.493181,-45.377539 -170.161572,-55.052293 -120.310979,-42.055671 -73.973940,-17.897407 -48.045407,17.750124 37.834017,41.982687 63.760056,55.051935 110.199441,45.320345 160.180592,22.095215 -171.470920,-4.573490 -151.853952,-30.627048 -130.696506,-50.892053 -96.093790,-52.913476 -42.169937,-34.628921 -3.796550,-9.050214 18.583292,26.357074 105.138551,48.308518 136.388766,54.319722 -170.959593,38.365444 -128.505075,13.342745 -104.555458,-13.496867 -85.424674,-38.453813 -61.469609,-54.325035 -19.088497,-48.350129 33.410048,-26.485314 64.647423,-0.081521 84.895619,34.526014 173.580601,52.898907 -147.998287,50.864996 -93.908830,30.510772 -59.278691,4.411445 -38.127531,-22.233837 -18.506819,-45.377539 9.838428,-55.052293 59.689021,-42.055671 106.026060,-17.897407 131.954593,8.891153 151.207255,41.982687 -116.239944,55.051935 -69.800559,45.320345 -19.819408,22.095215 8.529080,-4.573490 28.146048,-30.627048 49.303494,-50.892053 83.906210,-52.913476 137.830063,-34.628921 176.203450,-9.050214 -161.416708,17.750124 -142.165983
27.726160 -75.982784,49.194760 -43.680292,53.928465 9.590008,37.134146 50.716635,11.893706 74.110050,-14.939185 93.254001,-39.656577 117.807182,-54.640529 161.502646,-47.422983 -146.743658,-25.108316 -116.503461,1.385647 -96.489793,35.800657 -7.302160,53.434227 32.420500,50.083440 86.192634,29.168548 119.669306,2.945613 140.491212,-23.632053 160.287326,-46.389973 -170.476495,-54.893569 -119.646740,-40.907726 -74.572859,-16.467111 -49.335155,10.348080 -30.148948,43.106034 63.227433,55.133375 110.892659,44.265629 159.793049,20.684957 -172.700718,-6.037158 -153.231015,-31.950356 -131.710755,-51.613575 -95.915942,-52.316493 -41.831072,-33.340122 -4.725121,-7.591492 17.219000,19.176243 36.561728,49.194760 136.319708,53.928465 -170.409992,37.134146 -129.283365,11.893706 -105.889950,-14.939185 -86.745999,-39.656577 -62.192818,-54.640529 -18.497354,-47.422983 33.256342,-25.108316 63.496539,1.385647 83.510207,27.726160 104.017216,53.434227 -147.579500,50.083440 -93.807366,29.168548 -60.330694,2.945613 -39.508788,-23.632053 -19.712674,-46.389973 9.523505,-54.893569 60.353260,-40.907726 105.427141,-16.467111 130.664845,10.348080 149.851052,35.800657 172.697840,55.133375 -69.107341,44.265629 -20.206951,20.684957 7.299282,-6.037158 26.768985,-31.950356 48.289245,-51.613575 84.084058,-52.316493 138.168928,-33.340122 175.274879,-7.591492 -162.781000,19.176243 -143.438272,43.106034 -116.772567
29.109874 -74.764262,50.048246 -41.336674,53.455971 12.418218,35.855630 52.197947,10.411349 75.066198,-16.404780 94.250105,-40.857174 119.458823,-54.884917 164.476950,-46.433109 -144.653046,-23.692628 -115.376967,2.881857 -95.572591,37.080104 -5.823093,53.909820 35.245888,49.232203 88.539924,27.785410 120.889318,1.449431 141.408503,-25.048197 161.412640,-47.381679 -168.389352,-54.652554 -116.670858,-39.708306 -72.918547,-15.001774 -48.338373,11.830606 -29.193266,44.218970 65.083949,55.135128 113.935460,43.154167 161.652685,19.238088 -171.648348,-7.528005 -152.301021,-33.283683 -130.375015,-52.289108 -93.323459,-51.643638 -39.235118,-32.007536 -3.387541,-6.100751 18.149268,20.623453 37.613186,50.048246 138.663326,53.455971 -167.581782,35.855630 -127.802053,10.411349 -104.933802,-16.404780 -85.749895,-40.857174 -60.541177,-54.884917 -15.523050,-46.433109 35.346954,-23.692628 64.623033,2.881857 84.427409,29.109874 105.235738,53.909820 -144.754112,49.232203 -91.460076,27.785410 -59.110682,1.449431 -38.591497,-25.048197 -18.587360,-47.381679 11.610648,-54.652554 63.329142,-39.708306 107.081453,-15.001774 131.661627,11.830606 150.806734,37.080104 174.176907,55.135128 -66.064540,43.154167 -18.347315,19.238088 8.351652,-7.528005 27.698979,-33.283683 49.624985,-52.289108 86.676541,-51.643638 140.764882,-32.007536 176.612459,-6.100751 -161.850732,20.623453 -142.386814,44.218970 -114.916051
30.479512 -73.509543,50.847322 -38.906933,52.912199 15.176850,34.556074 53.628158,8.925298 76.012151,-17.863997 95.262959,-42.029127 121.174783,-55.049463 167.482728,-45.401676 -142.642640,-22.266677 -114.277119,4.377142 -94.652619,38.336880 -4.289771,54.311395 38.133661,48.329803 90.801342,26.389261 122.075607,-0.047172 142.324374,-26.453207 162.566741,-48.328935 -166.219814,-54.333266 -113.737245,-38.482249 -71.325261,-13.530692 -47.356685,13.308873 -28.225886,45.296067 67.015191,55.054741 116.972050,42.009334 163.440729,17.783589 -170.616466,-9.016098 -151.363887,-34.598957 -128.994669,-52.900233 -90.651285,-50.909591 -36.721894,-30.658203 -2.091757,-4.607777 19.073798,22.062297 38.687005,50.847322 141.093067,52.912199 -164.823150,34.556074 -126.371842,8.925298 -103.987849,-17.863997 -84.737041,-42.029127 -58.825217,-55.049463 -12.517272,-45.401676 37.357360,-22.266677 65.722881,4.377142 85.347381,30.479512 106.490457,54.311395 -141.866339,48.329803 -89.198658,26.389261 -57.924393,-0.047172 -37.675626,-26.453207 -17.433259,-48.328935 13.780186,-54.333266 66.262755,-38.482249 108.674739,-13.530692 132.643315,13.308873 151.774114,38.336880 175.710229,55.054741 -63.027950,42.009334 -16.559271,17.783589 9.383534,-9.016098 28.636113,-34.598957 51.005331,-52.900233 89.348715,-50.909591 143.278106,-30.658203 177.908243,-4.607777 -160.926202,22.062297 -141.312995,45.296067 -112.984809
31.833886 -72.215924,51.588545 -36.391780,52.300260 17.859840,33.237065 55.010461,7.436128 76.949438,-19.316146 96.294359,-43.170194 122.958492,-55.133033 170.507876,-44.331558 -140.709739,-20.831321 -113.201781,5.870975 -93.728452,39.569158 -2.698815,54.636413 41.074898,47.379544 92.977975,24.981141 123.230641,-1.543677 143.240233,-27.846116 163.751971,-49.228593 -163.966128,-53.937793 -110.856098,-37.231511 -69.789586,-12.054499 -46.388418,14.782267 -27.245189,46.334586 69.024227,54.892783 119.989630,40.833554 165.160582,16.322193 -169.603194,-10.500879 -150.418122,-35.894718 -127.566661,-53.443696 -87.903942,-50.117762 -34.293329,-29.293392 -0.834948,-3.113105 19.994029,23.491966 39.785231,51.588545 143.608220,52.300260 -162.140160,33.237065 -124.989539,7.436128 -103.050562,-19.316146 -83.705641,-43.170194 -57.041508,-55.133033 -9.492124,-44.331558 39.290261,-20.831321 66.798219,5.870975 86.271548,31.833886 107.784076,54.636413 -138.925102,47.379544 -87.022025,24.981141 -56.769359,-1.543677 -36.759767,-27.846116 -16.248029,-49.228593 16.033872,-53.937793 69.143902,-37.231511 110.210414,-12.054499 133.611582,14.782267 152.754811,39.569158 177.301185,54.892783 -60.010370,40.833554 -14.839418,16.322193 10.396806,-10.500879 29.581878,-35.894718 52.433339,-53.443696 92.096058,-50.117762 145.706671,-29.293392 179.165052,-3.113105 -160.005971,23.491966 -140.214769,46.334586 -110.975773
33.171720 -70.880576,52.268464 -33.793066,51.623445 20.462594,31.900078 56.347936,5.944395 77.879554,-20.760501 97.346177,-44.277980 124.813312,-55.135041 173.539754,-43.225474 -138.851337,-19.387368 -112.148909,7.362819 -92.798651,40.774971 -1.046781,54.882731 44.059360,46.384615 95.071596,23.562025 124.356776,-3.039562 144.157485,-29.225892 164.970782,-50.077389 -161.627220,-53.468623 -108.036327,-35.957914 -68.308168,-10.573806 -45.431955,16.250155 -26.249505,47.331632 71.113822,54.650382 122.975933,39.629095 166.815710,14.854593 -168.606729,-11.981779 -149.462199,-37.169395 -126.087826,-53.916421 -85.087395,-49.271554 -31.950216,-27.914289 0.385579,-1.617264 20.911386,24.911598 40.910004,52.268464 146.206934,51.623445 -159.537406,31.900078 -123.652064,5.944395 -102.120446,-20.760501 -82.653823,-44.277980 -55.186688,-55.135041 -6.460246,-43.225474 41.148663,-19.387368 67.851091,7.362819 87.201349,33.171720 109.119424,54.882731 -135.940640,46.384615 -84.928404,23.562025 -55.643224,-3.039562 -35.842515,-29.225892 -15.029218,-50.077389 18.372780,-53.468623 71.963673,-35.957914 111.691832,-10.573806 134.568045,16.250155 153.750495,40.774971 178.953219,54.650382 -57.024067,39.629095 -13.184290,14.854593 11.393271,-11.981779 30.537801,-37.169395 53.912174,-53.916421 94.912605,-49.271554 148.049784,-27.914289 -179.614421,-1.617264 -159.088614,24.911598 -139.089996,47.331632 -108.886178
34.491647 -69.500548,52.883672 -31.113926,50.885157 22.981910,30.546488 57.643540,4.450648 78.803964,-22.196299 98.420363,-45.349929 126.742476,-55.055474 176.565532,-42.085986 -137.064209,-17.935585 -111.116549,8.852129 -91.861751,41.952213 0.669808,55.048676 47.075683,45.348066 97.084533,22.132830 125.456257,-4.534304 145.077542,-30.591433 166.225743,-50.871972 -159.202848,-52.928568 -105.285429,-34.663152 -66.877735,-9.089202 -44.485726,17.711873 -25.237101,48.284161 73.286326,54.329189 125.919546,38.398072 168.409589,13.381454 -167.625335,-13.458207 -148.494550,-38.421299 -124.554898,-54.315579 -82.209070,-48.374320 -29.692358,-26.522001 1.572402,-0.120777 21.827280,26.320281 42.063563,52.883672 148.886074,50.885157 -157.018090,30.546488 -122.356460,4.450648 -101.196036,-22.196299 -81.579637,-45.349929 -53.257524,-55.055474 -3.434468,-42.085986 42.935791,-17.935585 68.883451,8.852129 88.138249,34.491647 110.499452,55.048676 -132.924317,45.348066 -82.915467,22.132830 -54.543743,-4.534304 -34.922458,-30.591433 -13.774257,-50.871972 20.797152,-52.928568 74.714571,-34.663152 113.122265,-9.089202 135.514274,17.711873 154.762899,41.952213 -179.330192,54.329189 -54.080454,38.398072 -11.590411,13.381454 12.374665,-13.458207 31.505450,-38.421299 55.445102,-54.315579 97.790930,-48.374320 150.307642,-26.522001 -178.427598,-0.120777 -158.172720,26.320281 -137.936437,48.284161 -106.713674
35.792196 -68.072767,53.430870 -28.358885,50.088845 25.415877,29.177572 58.900108,2.955421 79.724109,-23.622732 99.518956,-46.383330 128.749005,-54.894887 179.572551,-40.915498 -135.344996,-16.476699 -110.102826,10.338346 -90.916260,43.098623 2.454418,55.133093 50.111634,44.272802 99.019531,20.694417 126.531229,-6.027374 146.001827,-31.941557 167.519546,-51.608940 -156.693752,-52.320696 -102.609442,-33.348802 -65.495117,-7.601259 -43.548203,19.166727 -24.206178,49.188992 75.543543,53.931322 128.810168,37.142457 169.945665,11.903412 -166.657338,-14.929555 -147.513560,-39.648614 -122.964524,-54.638666 -79.277809,-47.429330 -27.518717,-25.117563 2.727979,1.375834 22.743118,27.717043 43.248258,53.430870 151.641115,50.088845 -154.584123,29.177572 -121.099892,2.955421 -100.275891,-23.622732 -80.481044,-46.383330 -51.250995,-54.894887 -0.427449,-40.915498 44.655004,-16.476699 69.897174,10.338346 89.083740,35.792196 111.927233,55.133093 -129.888366,44.272802 -80.980469,20.694417 -53.468771,-6.027374 -33.998173,-31.941557 -12.480454,-51.608940 23.306248,-52.320696 77.390558,-33.348802 114.504883,-7.601259 136.451797,19.166727 155.793822,43.098623 -177.545582,53.931322 -51.189832,37.142457 -10.054335,11.903412 13.342662,-14.929555 32.486440,-39.648614 57.035476,-54.638666 100.722191,-47.429330 152.481283,-25.117563 -177.272021,1.375834 -157.256882,27.717043 -136.751742,49.188992 -104.456457
37.071786 -66.594045,53.906939 -25.533932,49.237955 27.763731,27.794524 60.120350,1.459244 80.641413,-25.038946 100.644089,-47.375317 130.835615,-54.654392 -177.451326,-39.716260 -133.690273,-15.011402 -109.105939,11.820898 -89.960650,44.211786 4.310455,55.135384 53.154433,43.161566 100.879647,19.247601 127.583739,-7.518237 146.931778,-33.274997 168.855003,-52.284884 -154.101803,-51.648253 -100.012955,-32.016331 -64.157254,-6.110534 -42.617892,20.613989 -23.154861,50.042823 77.886597,53.459305 131.638811,35.864084 171.427323,10.421082 -165.701118,-16.395189 -146.517560,-40.849392 -121.313294,-54.883573 -76.303749,-46.439739 -25.427572,-23.701945 3.854655,2.872048 23.660306,29.100845 44.466552,53.906939 154.466068,49.237955 -152.236269,27.794524 -119.879650,1.459244 -99.358587,-25.038946 -79.355911,-47.375317 -49.164385,-54.654392 2.548674,-39.716260 46.309727,-15.011402 70.894061,11.820898 90.039350,37.071786 113.405955,55.135384 -126.845567,43.161566 -79.120353,19.247601 -52.416261,-7.518237 -33.068222,-33.274997 -11.144997,-52.284884 25.898197,-51.648253 79.987045,-32.016331 115.842746,-6.110534 137.382108,20.613989 156.845139,44.211786 -175.689545,53.459305 -48.361189,35.864084 -8.572677,10.421082 14.298882,-16.395189 33.482440,-40.849392 58.686706,-54.883573 103.696251,-46.439739 154.572428,-23.701945 -176.145345,2.872048 -156.339694,29.100845 -135.533448,50.042823 -102.113403
38.328717 -65.061090,54.309009 -22.646541,48.335880 30.025710,26.398456 61.306851,-0.037358 81.557289,-26.444032 101.797994,-48.322875 133.004606,-54.335610 -174.517402,-38.490371 -132.096598,-13.540356 -108.124157,13.299194 -88.993351,45.289126 6.241196,55.055535 56.191105,42.016944 102.668149,17.793150 128.615749,-9.006350 147.868860,-34.590395 170.235047,-52.896442 -151.430139,-50.914597 -97.499180,-30.667103 -62.861204,-4.617573 -41.693330,22.052891 -22.081194,50.842267 80.315774,52.915991 134.397920,34.564661 172.857858,8.935054 -164.755103,-17.854451 -145.504822,-42.021540 -119.597767,-55.048647 -73.298140,-45.408568 -23.416648,-22.276059 4.954670,4.367341 24.580256,30.470580 45.721025,54.309009 157.353459,48.335880 -149.974290,26.398456 -118.693149,-0.037358 -98.442711,-26.444032 -78.202006,-48.322875 -46.995394,-54.335610 5.482598,-38.490371 47.903402,-13.540356 71.875843,13.299194 91.006649,38.328717 114.938910,55.055535 -123.808895,42.016944 -77.331851,17.793150 -51.384251,-9.006350 -32.131140,-34.590395 -9.764953,-52.896442 28.569861,-50.914597 82.500820,-30.667103 117.138796,-4.617573 138.306670,22.052891 157.918806,45.289126 -173.758804,52.915991 -45.602080,34.564661 -7.142142,8.935054 15.244897,-17.854451 34.495178,-42.021540 60.402233,-55.048647 106.701860,-45.408568 156.583352,-22.276059 -175.045330,4.367341 -155.419744,30.470580 -134.278975,50.842267 -99.684226
39.561161 -63.470523,54.634535 -19.705622,47.385924 32.202894,24.990411 62.462083,-1.533866 82.473144,-27.837024 102.983011,-49.222856 135.257736,-53.940629 -171.635881,-37.239789 -130.560556,-12.064194 -107.155807,14.772623 -88.012748,46.327907 8.249713,54.894109 59.208851,40.841360 104.388438,16.331796 129.629137,-10.491155 148.814564,-35.886288 171.662732,-53.440359 -148.683271,-50.123135 -95.070057,-29.302389 -61.604149,-3.122911 -40.773075,23.482623 -20.983135,51.583881 82.830372,52.304488 137.081423,33.245774 174.240465,7.445902 -163.817764,-19.306648 -144.473549,-43.162818 -117.814513,-55.132750 -70.273078,-44.338695 -21.483249,-20.840762 6.030162,5.861186 25.504390,31.825057 47.014380,54.634535 160.294378,47.385924 -147.797106,24.990411 -117.537917,-1.533866 -97.526856,-27.837024 -77.016989,-49.222856 -44.742264,-53.940629 8.364119,-37.239789 49.439444,-12.064194 72.844193,14.772623 91.987252,39.561161 116.529477,54.894109 -120.791149,40.841360 -75.611562,16.331796 -50.370863,-10.491155 -31.185436,-35.886288 -8.337268,-53.440359 31.316729,-50.123135 84.929943,-29.302389 118.395851,-3.122911 139.226925,23.482623 159.016865,46.327907 -171.750287,52.304488 -42.918577,33.245774 -5.759535,7.445902 16.182236,-19.306648 35.526451,-43.162818 62.185487,-55.132750 109.726922,-44.338695 158.516751,-20.840762 -173.969838,5.861186 -154.495610,31.825057 -132.985620,51.583881 -97.169628
40.767155 -61.818901,54.881376 -16.721407,46.391277 34.297053,23.571365 63.588400,-3.029757 83.390382,-29.216890 104.201594,-50.071996 137.596084,-53.471933 -168.815681,-35.966336 -129.078793,-10.583529 -106.199272,16.240549 -87.017167,47.325236 10.338772,54.652230 62.195397,39.637082 106.043979,14.864235 130.625707,-11.972082 149.770416,-37.161109 173.141223,-53.913557 -145.867155,-49.277272 -92.726383,-27.923377 -60.383392,-1.627076 -39.855704,24.902324 -19.858544,52.264213 85.428546,51.628088 139.684715,31.908901 175.578225,5.954184 -162.887606,-20.751057 -143.421871,-44.270829 -115.960170,-55.135294 -67.241202,-43.232838 -19.624368,-19.396863 7.083175,7.353044 26.434150,33.163004 48.349445,54.881376 163.278593,46.391277 -145.702947,23.571365 -116.411600,-3.029757 -96.609618,-29.216890 -75.798406,-50.071996 -42.403916,-53.471933 11.184319,-35.966336 50.921207,-10.583529 73.800728,16.240549 92.982833,40.767155 118.181099,54.652230 -117.804603,39.637082 -73.956021,14.864235 -49.374293,-11.972082 -30.229584,-37.161109 -6.858777,-53.913557 34.132845,-49.277272 87.273617,-27.923377 119.616608,-1.627076 140.144296,24.902324 160.141456,47.325236 -169.661228,51.628088 -40.315285,31.908901 -4.421775,5.954184 17.112394,-20.751057 36.578129,-44.270829 64.039830,-55.135294 112.758798,-43.232838 160.375632,-19.396863 -172.916825,7.353044 -153.565850,33.163004 -131.650555,52.264213 -94.571454
41.944591 -60.102747,55.047853 -13.705254,45.354993 36.310510,22.142233 64.688049,-4.524507 84.310416,-30.582528 105.456310,-50.866945 140.019896,-52.932334 -166.064311,-34.671708 -127.648037,-9.098948 -105.252981,17.702310 -86.004879,48.278067 12.510725,54.331547 65.139325,38.406227 107.638248,13.391130 131.607195,-13.448541 150.737983,-38.413168 174.673786,-54.313207 -142.989208,-48.380362 -90.467968,-26.531172 -59.196357,-0.130591 -38.939804,26.311082 -18.705181,52.879855 88.107172,50.890191 142.204586,30.555415 176.874094,4.460448 -161.963163,-22.186913 -142.347838,-45.343022 -114.031504,-55.056260 -64.215343,-42.093562 -17.836783,-17.945129 8.115664,8.842372 27.370998,34.483053 49.729169,55.047853 166.294746,45.354993 -143.689490,22.142233 -115.311951,-4.524507 -95.689584,-30.582528 -74.543690,-50.866945 -39.980104,-52.932334 13.935689,-34.671708 52.351963,-9.098948 74.747019,17.702310 93.995121,41.944591 119.897253,54.331547 -114.860675,38.406227 -72.361752,13.391130 -48.392805,-13.448541 -29.262017,-38.413168 -5.326214,-54.313207 37.010792,-48.380362 89.532032,-26.531172 120.803643,-0.130591 141.060196,26.311082 161.294819,48.278067 -167.489275,50.890191 -37.795414,30.555415 -3.125906,4.460448 18.036837,-22.186913 37.652162,-45.343022 65.968496,-55.056260 115.784657,-42.093562 162.163217,-17.945129 -171.884336,8.842372 -152.629002,34.483053 -130.270831,52.879855 -91.892828
43.091212 -58.318594,55.132806 -10.669391,44.279973 38.246009,20.703878 65.763174,-6.017590 85.234668,-31.932756 106.749849,-51.604302 142.528442,-52.324896 -163.387815,-33.357481 -126.265115,-7.611025 -104.315406,19.157211 -84.974083,49.183221 14.767382,53.934175 68.030325,37.150766 109.174693,11.913119 132.575274,-14.919925 151.718880,-39.640651 176.263772,-54.636800 -140.058262,-47.435675 -88.293781,-25.126810 -58.040583,1.366021 -38.023971,27.707925 -17.520698,53.427511 90.861734,50.094248 144.639116,29.186596 178.130909,2.965230 -161.042995,-23.613411 -141.249412,-46.376686 -112.025491,-54.896202 -61.208160,-40.923270 -16.117137,-16.486287 9.129503,10.328612 28.316428,35.783734 51.156627,55.132806 169.330609,44.279973 -141.753991,20.703878 -114.236826,-6.017590 -94.765332,-31.932756 -73.250151,-51.604302 -37.471558,-52.324896 16.612185,-33.357481 53.734885,-7.611025 75.684594,19.157211 95.025917,43.091212 121.681406,53.934175 -111.969675,37.150766 -70.825307,11.913119 -47.424726,-14.919925 -28.281120,-39.640651 -3.736228,-54.636800 39.941738,-47.435675 91.706219,-25.126810 121.959417,1.366021 141.976029,27.707925 162.479302,49.183221 -165.232618,50.094248 -35.360884,29.186596 -1.869091,2.965230 18.957005,-23.613411 38.750588,-46.376686 67.974509,-54.896202 118.791840,-40.923270 163.882863,-16.486287 -170.870497,10.328612 -151.683572,35.783734 -128.843373,53.427511 -89.138266
44.204601 -56.463037,55.135637 -7.626595,43.168965 40.106606,19.257114 66.815826,-7.508470 86.164578,-33.266311 108.085023,-52.280658 145.119856,-51.652865 -160.790795,-32.025124 -124.926968,-6.120317 -103.385053,20.604525 -83.922906,50.037398 17.109871,53.462636 70.859401,35.872537 110.656696,10.430815 133.531566,-16.385599 152.714775,-40.841609 177.914592,-54.882225 -137.084448,-46.446366 -86.202101,-23.711263 -56.913724,2.862239 -37.106796,29.091816 -16.302632,53.904055 93.686251,49.243705 146.987535,27.803636 179.351380,1.469057 -160.125676,-25.029694 -140.124461,-47.368954 -109.939414,-54.656226 -58.231797,-39.724213 -14.462002,-15.021030 10.126494,11.811190 29.271967,37.063467 52.635004,55.135637 172.373405,43.168965 -139.893394,19.257114 -113.184174,-7.508470 -93.835422,-33.266311 -71.914977,-52.280658 -34.880144,-51.652865 19.209205,-32.025124 55.073032,-6.120317 76.614947,20.604525 96.077094,44.204601 123.536963,53.462636 -109.140599,35.872537 -69.343304,10.430815 -46.468434,-16.385599 -27.285225,-40.841609 -2.085408,-54.882225 42.915552,-46.446366 93.797899,-23.711263 123.086276,2.862239 142.893204,29.091816 163.697368,50.037398 -162.890129,49.243705 -33.012465,27.803636 -0.648620,1.469057 19.874324,-25.029694 39.875539,-47.368954 70.060586,-54.656226 121.768203,-39.724213 165.537998,-15.021030 -169.873506,11.811190 -150.728033,37.063467 -127.364996,53.904055 -86.313749
