-35.751288 99.333322,-46.947379 -158.960456,7.496725 -105.500950,54.193904 -35.866376,21.714954 53.137731,-50.151038 -174.199069,-31.081978 -75.583329,26.728220 -30.228774,52.371751 64.626285,2.218701 127.694388,-55.017041 -75.190432,-12.219292 0.565888,43.651122 50.877584,39.519560 154.175196,-17.408300 -158.146343,-46.947379 21.039544,7.496725 74.499050,54.193904 144.133624,21.714954 -126.862269,-35.751288 -80.666678,-31.081978 104.416671,26.728220 149.771226,52.371751 -115.373715,2.218701 -52.305612,-50.151038 5.800931,-12.219292 -179.434112,43.651122 -129.122416,39.519560 -25.824804,-17.408300 21.853657,-55.017041 104.809568
-37.028396 100.806331,-45.936943 -156.909130,8.985780 -104.563340,54.543118 -32.940821,20.274012 54.205955,-50.940585 -171.767039,-29.721877 -74.314625,28.121319 -29.034556,51.702001 67.238165,0.722249 128.610814,-54.833051 -72.191188,-10.739071 1.523588,44.746976 52.770011,38.286250 155.763742,-18.862736 -157.120941,-45.936943 23.090870,8.985780 75.436660,54.543118 147.059179,20.274012 -125.794045,-37.028396 -79.193669,-29.721877 105.685375,28.121319 150.965444,51.702001 -112.761835,0.722249 -51.389186,-50.940585 8.232961,-10.739071 -178.476412,44.746976 -127.229989,38.286250 -24.236258,-18.862736 22.879059,-54.833051 107.808812
-38.282926 102.333065,-44.886363 -154.936742,10.471692 -103.617003,54.814255 -29.968705,18.824895 55.252299,-51.672210 -169.250406,-28.347122 -73.083031,29.501143 -27.806001,50.970395 69.766900,-0.774372 129.526503,-54.569573 -69.226229,-9.254874 2.470881,45.805679 54.738686,37.028517 157.294792,-20.309609 -156.075715,-44.886363 25.063258,10.471692 76.382997,54.814255 150.031295,18.824895 -124.747701,-38.282926 -77.666935,-28.347122 106.916969,29.501143 152.193999,50.970395 -110.233100,-0.774372 -50.473497,-51.672210 10.749594,-9.254874 -177.529119,45.805679 -125.261314,37.028517 -22.705208,-20.309609 23.924285,-54.569573 110.773771
-39.513076 103.916867,-43.798439 -153.040432,11.953886 -102.660408,55.005490 -26.961068,17.368361 56.278697,-52.342506 -166.651147,-26.958844 -71.885936,30.866562 -26.540492,50.180380 72.210439,-2.270641 130.442863,-54.228372 -66.306562,-7.767275 3.409300,46.824417 56.786544,35.748185 158.771724,-21.748168 -155.008740,-43.798439 26.959568,11.953886 77.339592,55.005490 153.038932,17.368361 -123.721303,-39.513076 -76.083133,-26.958844 108.114064,30.866562 153.459508,50.180380 -107.789561,-2.270641 -49.557137,-52.342506 13.348853,-7.767275 -176.590700,46.824417 -123.213456,35.748185 -21.228276,-21.748168 24.991260,-54.228372 113.693438
-40.716913 105.561143,-42.675814 -151.217075,13.431770 -101.691981,55.115498 -23.929902,15.905130 57.287005,-52.948118 -163.972522,-25.558099 -70.720843,32.216362 -25.235290,49.335405 74.567898,-3.766036 131.361301,-53.811657 -63.442036,-6.276833 4.340342,47.800222 58.916162,34.446950 160.197825,-23.177620 -153.918006,-42.675814 28.782925,13.431770 78.308019,55.115498 156.070098,15.905130 -122.712995,-40.716913 -74.438857,-25.558099 109.279157,32.216362 154.764710,49.335405 -105.432102,-3.766036 -48.638699,-52.948118 16.027478,-6.276833 -175.659658,47.800222 -121.083838,34.446950 -19.802175,-23.177620 26.081994,-53.811657 116.557964
-41.892361 107.269332,-41.520973 -149.463372,14.904731 -100.710100,55.143506 -20.887853,14.435887 58.279007,-53.485805 -161.219167,-24.145877 -69.585373,33.549244 -23.887533,48.438870 76.839411,-5.260031 132.283234,-53.322015 -60.641166,-4.784095 5.265473,48.729979 61.129641,33.126389 161.576279,-24.597125 -152.801410,-41.520973 30.536628,14.904731 79.289900,55.143506 159.112147,14.435887 -121.720993,-41.892361 -72.730668,-24.145877 110.414627,33.549244 156.112467,48.438870 -103.160589,-5.260031 -47.716766,-53.485805 18.780833,-4.784095 -174.734527,48.729979 -118.870359,33.126389 -18.423721,-24.597125 27.198590,-53.322015 119.358834
-43.037196 109.044868,-40.336244 -147.775925,16.372130 -99.713091,55.089316 -17.847873,12.961289 59.256421,-53.952507 -158.397172,-22.723108 -68.477253,34.863810 -22.494233,47.494091 79.025970,-6.752096 133.210091,-52.762339 -57.911036,-3.289596 6.186137,49.610448 63.428474,31.787968 162.910156,-26.005793 -151.656751,-40.336244 32.224075,16.372130 80.286909,55.089316 162.152127,12.961289 -120.743579,-43.037196 -70.955132,-22.723108 111.522747,34.863810 157.505767,47.494091 -100.974030,-6.752096 -46.789909,-53.952507 21.602828,-3.289596 -173.813863,49.610448 -116.571526,31.787968 -17.089844,-26.005793 28.343249,-52.762339 122.088964
-44.149039 110.891123,-39.123802 -146.151294,17.833304 -98.699215,54.953311 -14.822857,11.481966 60.220904,-54.345421 -155.514082,-21.290665 -67.394314,36.158560 -21.052284,46.504273 81.129279,-8.241692 134.143323,-52.135753 -55.257267,-1.793866 7.103760,50.438280 65.813397,30.433054 164.202403,-27.402675 -150.481723,-39.123802 33.848706,17.833304 81.300785,54.953311 165.177143,11.481966 -119.779096,-44.149039 -69.108877,-21.290665 112.605686,36.158560 158.947716,46.504273 -98.870721,-8.241692 -45.856677,-54.345421 24.485918,-1.793866 -172.896240,50.438280 -114.186603,30.433054 -15.797597,-27.402675 29.518277,-52.135753 124.742733
-45.225356 112.811350,-37.885679 -144.586046,19.287554 -97.666665,54.736444 -11.825278,9.998524 61.174061,-54.662072 -152.578853,-19.849372 -66.334484,37.431880 -19.558467,45.472483 83.151603,-9.728268 135.084406,-51.445544 -52.684051,-0.297428 8.019754,51.210056 68.284235,29.062917 165.455844,-28.786762 -149.273910,-37.885679 35.413954,19.287554 82.333335,54.736444 168.174722,9.998524 -118.825939,-45.225356 -67.188650,-19.849372 113.665516,37.431880 160.441533,45.472483 -96.848397,-9.728268 -44.915594,-54.662072 27.421147,-0.297428 -171.980246,51.210056 -111.715765,29.062917 -14.544156,-28.786762 30.726090,-51.445544 127.315949
-46.263454 114.808599,-36.623764 -143.076793,20.734149 -96.613563,54.440203 -8.866855,8.511549 62.117453,-54.900387 -149.601723,-18.400009 -65.295781,38.682034 -18.009463,44.401642 85.095646,-11.211261 136.034848,-50.695090 -50.194222,1.199196 8.935525,51.922322 70.839750,27.678743 166.673178,-30.156973 -148.030779,-36.623764 36.923207,20.734149 83.386437,54.440203 171.133145,8.511549 -117.882547,-46.263454 -65.191401,-18.400009 114.704219,38.682034 161.990537,44.401642 -94.904354,-11.211261 -43.965152,-54.900387 30.398277,1.199196 -171.064475,51.922322 -109.160250,27.678743 -13.326822,-30.156973 31.969221,-50.695090 129.805778
-47.260483 116.885628,-35.339818 -141.620217,22.172319 -95.537944,54.066565 -5.958268,7.021610 63.052597,-55.058754 -146.594022,-16.943315 -64.276305,39.907157 -16.401873,43.294515 86.964434,-12.690091 136.996193,-49.887801 -47.789381,2.695484 9.852481,52.571642 73.477490,26.281639 167.856983,-31.512154 -146.749680,-35.339818 38.379783,22.172319 84.462056,54.066565 174.041732,7.021610 -116.947403,-47.260483 -63.114372,-16.943315 115.723695,39.907157 163.598127,43.294515 -93.035566,-12.690091 -43.003807,-55.058754 33.405978,2.695484 -170.147519,52.571642 -106.522510,26.281639 -12.143017,-31.512154 33.250320,-49.887801 132.210619
-48.213447 119.044792,-34.035477 -140.213093,23.601249 -94.437758,53.617932 -3.108942,5.529263 63.980981,-55.136080 -143.567905,-15.479992 -63.274233,41.105245 -14.732240,42.153704 88.761214,-14.164162 137.970033,-49.027072 -45.470030,4.190913 10.772030,53.154652 76.193667,24.872642 169.009719,-32.851065 -145.427838,-34.035477 39.786907,23.601249 85.562242,53.617932 176.891058,5.529263 -116.019019,-48.213447 -60.955208,-15.479992 116.725767,41.105245 165.267760,42.153704 -91.238786,-14.164162 -42.029967,-55.136080 36.432095,4.190913 -169.227970,53.154652 -103.806333,24.872642 -10.990281,-32.851065 34.572162,-49.027072 134.529970
-49.119211 121.287921,-32.712264 -138.852302,25.020074 -93.310858,53.097058 -0.326896,4.035051 64.904061,-55.131822 -140.536041,-14.010711 -62.287812,42.274148 -12.997086,40.981653 90.489374,-15.632852 138.958006,-48.116237 -43.235723,5.684956 11.695596,53.668131 78.983059,23.452721 170.133730,-34.172378 -144.062359,-32.712264 41.147698,25.020074 86.689142,53.097058 179.673104,4.035051 -115.095939,-49.119211 -58.712079,-14.010711 117.712188,42.274148 167.002914,40.981653 -89.510626,-15.632852 -41.041994,-55.131822 39.463959,5.684956 -168.304404,53.668131 -101.016941,23.452721 -9.866270,-34.172378 35.937641,-48.116237 136.764277
-49.974525 123.616179,-31.371596 -137.534842,26.427878 -92.154995,52.506981 2.381322,2.539507 65.823274,-55.046012 -137.511258,-12.536116 -61.315351,43.411564 -11.192954,39.780649 92.152376,-17.095515 139.961809,-47.158535 -41.085218,7.177078 12.624616,54.109068 81.838964,22.022789 171.231256,-35.474666 -142.650226,-31.371596 42.465158,26.427878 87.845005,52.506981 -177.618678,2.539507 -114.176726,-49.974525 -56.383821,-12.536116 118.684649,43.411564 168.807046,39.780649 -87.847624,-17.095515 -40.038191,-55.046012 42.488742,7.177078 -167.375384,54.109068 -98.161036,22.022789 -8.768744,-35.474666 37.349774,-47.158535 138.914782
-50.776047 126.029922,-30.014792 -136.257828,27.823683 -90.967810,51.850940 5.010642,1.043160 66.740041,-54.879249 -134.506189,-11.056824 -60.355216,44.515032 -9.316469,38.552825 93.753698,-18.551479 140.983203,-46.157087 -39.016625,8.666733 13.560551,54.474742 84.753210,20.583703 172.304433,-36.756393 -141.188310,-30.014792 43.742172,27.823683 89.032190,51.850940 -174.989358,1.043160 -113.259959,-50.776047 -53.970078,-11.056824 119.644784,44.515032 170.683531,38.552825 -86.246302,-18.551479 -39.016797,-54.879249 45.493811,8.666733 -166.439449,54.474742 -95.246790,20.583703 -7.695567,-36.756393 38.811690,-46.157087 140.983375
-51.520380 128.528540,-28.643082 -135.018502,29.206447 -89.746834,51.132307 7.557420,-0.453469 67.655769,-54.632683 -131.532916,-9.573430 -59.405822,45.581933 -7.364400,37.300171 95.296789,-20.000036 142.024019,-45.114873 -37.027542,10.153367 14.504889,54.762791 87.716233,19.136274 173.355302,-38.015912 -139.673375,-28.643082 44.981498,29.206447 90.253166,51.132307 -172.442580,-0.453469 -112.344231,-51.520380 -51.471460,-9.573430 120.594178,45.581933 172.635600,37.300171 -84.703211,-20.000036 -37.975981,-54.632683 48.467084,10.153367 -165.495111,54.762791 -92.283767,19.136274 -6.644698,-38.015912 40.326625,-45.114873 142.972458
-52.204112 131.110310,-27.257612 -133.814223,30.575053 -88.489475,50.354526 10.019339,-1.949857 68.571867,-54.307976 -128.602665,-8.086514 -58.465627,46.609486 -5.333752,36.024538 96.785045,-21.440443 143.086164,-44.034729 -35.115174,11.636407 15.459154,54.971288 90.717235,17.681268 174.385818,-39.251448 -138.102096,-27.257612 46.185777,30.575053 91.510525,50.354526 -169.980661,-1.949857 -111.428133,-52.204112 -48.889690,-8.086514 121.534373,46.609486 174.666248,36.024538 -83.214955,-21.440443 -36.913836,-54.307976 51.397335,11.636407 -164.540846,54.971288 -89.282765,17.681268 -5.614182,-39.251448 41.897904,-44.034729 144.884826
-52.823872 133.772260,-25.859454 -132.642473,31.928309 -87.193022,49.521047 12.395277,-3.445484 69.489741,-53.907247 -125.725551,-6.596635 -57.533128,47.594754 -3.221862,34.727648 98.221773,-22.871916 144.171630,-42.919330 -33.276447,13.115266 16.424909,55.098798 93.744404,16.219414 175.397853,-40.461097 -136.471076,-25.859454 47.357527,31.928309 92.806978,49.521047 -167.604723,-3.445484 -110.510259,-52.823872 -46.227740,-6.596635 122.466872,47.594754 176.778138,34.727648 -81.778227,-22.871916 -35.828370,-53.907247 54.274449,13.115266 -163.575091,55.098798 -86.255596,16.219414 -4.602147,-40.461097 43.528924,-42.919330 146.723553
-53.376388 136.510053,-24.449614 -131.500845,33.264933 -85.854637,48.635285 14.685162,-4.939824 70.410804,-53.433008 -122.910384,-5.104344 -56.606852,48.534654 -1.026513,33.411104 99.610182,-24.293628 145.282498,-41.771196 -31.508092,14.589336 17.403765,55.144426 96.785206,14.751404 176.393205,-41.642815 -134.776881,-24.449614 48.499155,33.264933 94.145363,48.635285 -165.314838,-4.939824 -109.589196,-53.376388 -43.489947,-5.104344 123.393148,48.534654 178.973487,33.411104 -80.389818,-24.293628 -34.717502,-53.433008 57.089616,14.589336 -162.596235,55.144426 -83.214794,14.751404 -3.606795,-41.642815 45.223119,-41.771196 148.491908
-53.858558 139.317916,-23.029031 -130.387047,34.583549 -84.471360,47.700577 16.889817,-6.432348 71.336484,-52.888093 -120.164562,-3.610177 -55.685350,49.425970 1.253928,32.076395 100.953365,-25.704697 146.420949,-40.592687 -29.806727,16.057983 18.397386,55.107849 99.826723,13.277901 177.373605,-42.794408 -133.016074,-23.029031 49.612953,34.583549 95.528640,47.700577 -163.110183,-6.432348 -108.663516,-53.858558 -40.682084,-3.610177 124.314650,49.425970 -178.746072,32.076395 -79.046635,-25.704697 -33.579051,-52.888093 59.835438,16.057983 -161.602614,55.107849 -80.173277,13.277901 -2.626395,-42.794408 46.983926,-40.592687 150.193273
-54.267514 142.188613,-21.598591 -129.298886,35.882680 -83.040110,46.720153 19.010802,-7.922519 72.268226,-52.275582 -117.494020,-2.114667 -54.767195,50.265375 3.620372,30.724907 102.254296,-27.104189 147.589266,-39.386012 -28.168916,17.520549 19.407496,54.989326 102.856018,11.799539 178.340724,-43.913534 -131.185262,-21.598591 50.701114,35.882680 96.959890,46.720153 -160.989198,-7.922519 -107.731774,-54.267514 -37.811387,-2.114667 125.232805,50.265375 -176.379628,30.724907 -77.745704,-27.104189 -32.410734,-52.275582 62.505980,17.520549 -160.592504,54.989326 -77.143982,11.799539 -1.659276,-43.913534 48.814738,-39.386012 151.831084
-54.600708 145.113483,-20.159129 -128.234271,37.160737 -81.557691,45.697112 21.050277,-9.409789 73.207500,-51.598734 -114.903247,-0.618337 -53.850970,51.049461 6.072854,29.357931 103.515827,-28.491108 148.789840,-38.153231 -26.591223,18.976344 20.435886,54.789689 105.860497,10.316930 179.296177,-44.997691 -129.281161,-20.159129 51.765729,37.160737 98.442309,45.697112 -158.949723,-9.409789 -106.792500,-54.600708 -34.886517,-0.618337 126.149030,51.049461 -173.927146,29.357931 -76.484173,-28.491108 -31.210160,-51.598734 65.096753,18.976344 -159.564114,54.789689 -74.139503,10.316930 -0.703823,-44.997691 50.718839,-38.153231 153.408777
-54.855972 148.082549,-18.711433 -127.191201,38.416011 -80.020805,44.634407 23.010860,-10.893599 74.155806,-50.860910 -112.395363,0.878291 -52.935269,51.774779 8.610374,27.976672 104.740682,-29.864389 150.025178,-36.896265 -25.070245,20.424644 21.484419,54.510318 108.828255,8.830664 -179.758467,-46.044218 -127.300672,-18.711433 52.808799,38.416011 99.979195,44.634407 -156.989140,-10.893599 -105.844194,-54.855972 -31.917451,0.878291 127.064731,51.774779 -171.389626,27.976672 -75.259318,-29.864389 -29.974822,-50.860910 67.604637,20.424644 -158.515581,54.510318 -71.171745,8.830664 0.241533,-46.044218 52.699328,-36.896265 154.929755
-55.031592 151.084695,-17.256250 -126.167758,39.646665 -78.426067,43.534835 24.895517,-12.373372 75.114681,-50.065521 -109.972221,2.374695 -52.018686,52.437882 11.230755,26.582251 105.931466,-31.222894 151.297907,-35.616901 -23.602649,21.864688 22.555040,54.153087 111.748367,7.341314 -178.821680,-47.050301 -125.240964,-17.256250 53.832242,39.646665 101.573933,43.534835 -155.104483,-12.373372 -104.885319,-55.031592 -28.915305,2.374695 127.981314,52.437882 -168.769245,26.582251 -74.068534,-31.222894 -28.702093,-50.065521 70.027779,21.864688 -157.444960,54.153087 -68.251633,7.341314 1.178320,-47.050301 54.759036,-35.616901 156.397351
-55.126360 154.107918,-15.794291 -125.162104,40.850726 -76.770030,42.401036 26.707456,-13.848514 76.085705,-49.215968 -107.634546,3.870353 -51.099812,53.035388 13.930503,25.175720 107.090662,-32.565403 152.610772,-34.316802 -22.185188,23.295670 23.649780,53.720313 114.611126,5.849437 -177.891970,-48.012973 -123.099585,-15.794291 54.837896,40.850726 103.229970,42.401036 -153.292544,-13.848514 -103.914295,-55.126360 -25.892082,3.870353 128.900188,53.035388 -166.069497,25.175720 -72.909338,-32.565403 -27.389228,-49.215968 72.365454,23.295670 -156.350220,53.720313 -65.388874,5.849437 2.108030,-48.012973 56.900415,-34.316802 157.814812
-55.139614 157.139630,-14.326233 -124.172472,42.026076 -75.049218,41.235486 28.450040,-15.318411 77.070506,-48.315600 -105.382083,5.364738 -50.177228,53.564038 16.704709,23.758063 108.220641,-33.890606 153.966645,-32.997513 -20.814719,24.716737 24.770766,53.214683 117.408201,4.355580 -176.967874,-48.929128 -120.874584,-14.326233 55.827528,42.026076 104.950782,41.235486 -151.549960,-15.318411 -102.929494,-55.139614 -22.860370,5.364738 129.822772,53.564038 -163.295291,23.758063 -71.779359,-33.890606 -26.033355,-48.315600 74.617917,24.716737 -155.229234,53.214683 -62.591799,4.355580 3.032126,-48.929128 59.125416,-32.997513 159.185281
-55.071259 160.167007,-12.852724 -123.197157,43.170445 -73.260165,40.040505 30.126721,-16.782423 78.070769,-47.367681 -103.213748,6.857317 -49.249500,54.020771 19.546991,22.330203 109.323663,-35.197099 155.368514,-31.660473 -19.488214,26.126984 25.920225,52.639178 120.132726,2.860277 -176.047952,-49.795539 -118.564639,-12.852724 56.802843,43.170445 106.739835,40.040505 -149.873279,-16.782423 -101.929231,-55.071259 -19.832993,6.857317 130.750500,54.020771 -160.453009,22.330203 -70.676337,-35.197099 -24.631486,-47.367681 76.786252,26.126984 -154.079775,52.639178 -59.867274,2.860277 3.952048,-49.795539 61.435361,-31.660473 160.511786
-54.921776 163.177345,-11.374388 -122.234514,44.281407 -71.399473,38.818260 31.740976,-18.239881 79.088240,-46.375356 -101.127778,8.347547 -48.315172,54.402795 22.449487,20.893010 110.401885,-36.483370 156.819486,-30.307023 -18.202765,27.525448 27.100489,51.997000 122.779318,1.364057 -175.130780,-50.608880 -116.169210,-11.374388 57.765486,44.281407 108.600527,38.818260 -148.259024,-18.239881 -100.911760,-54.921776 -16.822655,8.347547 131.684828,54.402795 -157.550513,20.893010 -69.598115,-36.483370 -23.180514,-46.375356 78.872222,27.525448 -152.899511,51.997000 -57.220682,1.364057 4.869220,-50.608880 63.830790,-30.307023 161.797235
-54.692199 166.158416,-9.891825 -121.282947,45.356378 -69.463873,37.570769 33.296266,-19.690088 80.124733,-45.341640 -99.121869,9.834876 -47.372763,54.707667 25.402922,19.447304 111.457371,-37.747795 158.322775,-28.938409 -16.955583,28.911099 28.314005,51.291501 125.344034,-0.132555 -174.214947,-51.365763 -113.688687,-9.891825 58.717053,45.356378 110.536127,37.570769 -146.703734,-19.690088 -99.875267,-54.692199 -13.841584,9.834876 132.627237,54.707667 -154.597078,19.447304 -68.542629,-37.747795 -21.677225,-45.341640 80.878131,28.911099 -151.685995,51.291501 -54.655966,-0.132555 5.785053,-51.365763 66.311313,-28.938409 163.044417
