-13.322869 80.760957,-34.782855 -137.662142,52.829980 -42.018252,-43.064325 171.879045,-3.253646 -51.001141,47.470808 81.868139,-54.679165 -68.117913,28.977390 33.954500,19.377583 177.088845,-34.782855 42.337858,52.829980 137.981748,-13.322869 -99.239043,-3.253646 128.998859,47.470808 -98.131861,-43.064325 -8.120955,28.977390 -146.045500,19.377583 -2.911155,-54.679165 111.882087
-14.794709 81.740653,-33.470240 -136.275263,53.383555 -39.269951,-44.175345 173.727041,-1.757892 -50.083574,46.479945 83.969472,-54.367321 -65.179772,30.348432 35.205622,17.923786 178.122615,-33.470240 43.724737,53.383555 140.730049,-14.794709 -98.259347,-1.757892 129.916426,46.479945 -96.030528,-44.175345 -6.272959,30.348432 -144.794378,17.923786 -1.877385,-54.367321 114.820228
-16.260895 82.735204,-32.139374 -134.933416,53.866278 -36.451127,-45.250776 175.649085,-0.261444 -49.167602,45.447183 85.989880,-53.979073 -62.293171,31.704327 36.495379,16.463022 179.137597,-32.139374 45.066584,53.866278 143.548873,-16.260895 -97.264796,-0.261444 130.832398,45.447183 -94.010120,-45.250776 -4.350915,31.704327 -143.504621,16.463022 -0.862403,-53.979073 117.706829
-17.720770 83.746332,-30.791630 -133.633647,54.275252 -33.569118,-46.287920 177.648221,1.235178 -48.251818,44.375438 87.932078,-53.516873 -59.467149,33.043810 37.826587,14.995990 -179.864398,-30.791630 46.366353,54.275252 146.430882,-17.720770 -96.253668,1.235178 131.748182,44.375438 -92.067922,-46.287920 -2.351779,33.043810 -142.173413,14.995990 0.135602,-53.516873 120.532851
-19.173646 84.775826,-29.428288 -132.373127,54.607902 -30.632706,-47.283926 179.727199,2.731452 -47.334817,43.267471 89.799095,-52.983506 -56.709341,34.365522 39.202186,13.523355 -178.881628,-29.428288 47.626873,54.607902 149.367294,-19.173646 -95.224174,2.731452 132.665183,43.267471 -90.200905,-47.283926 -0.272801,34.365522 -140.797814,13.523355 1.118372,-52.983506 123.290659
-20.618801 85.825551,-28.050540 -131.149146,54.862044 -27.652007,-48.235791 -178.111637,4.226854 -46.415188,42.125881 91.594185,-52.382017 -54.025927,35.668001 40.625238,12.045758 -177.912413,-28.050540 48.850854,54.862044 152.347993,-20.618801 -94.174449,4.226854 133.584812,42.125881 -88.405815,-48.235791 1.888363,35.668001 -139.374762,12.045758 2.087587,-52.382017 125.974073
-22.055475 86.897448,-26.659502 -129.959119,55.035955 -24.638288,-49.140381 -175.866472,5.720857 -45.491508,40.953108 93.320739,-51.715639 -51.421633,36.949679 42.098919,10.563814 -176.955130,-26.659502 50.040881,55.035955 155.361712,-22.055475 -93.102552,5.720857 134.508492,40.953108 -86.679261,-49.140381 4.133528,36.949679 -137.901081,10.563814 3.044870,-51.715639 128.578367
-23.482866 87.993547,-25.256215 -128.800575,55.128426 -21.603707,-49.994441 -173.536159,7.212925 -44.562339,39.751434 94.982217,-50.987722 -48.899800,38.208866 43.626513,9.078117 -176.008201,-25.256215 51.199425,55.128426 158.396293,-23.482866 -92.006453,7.212925 135.437661,39.751434 -85.017783,-49.994441 6.463841,38.208866 -136.373487,9.078117 3.991799,-50.987722 131.100200
-24.900125 89.115972,-23.841656 -127.671157,55.138805 -18.561006,-50.794628 -171.120364,8.702515 -43.626219,38.522991 96.582098,-50.201672 -46.462484,39.443749 45.211390,7.589240 -175.070093,-23.841656 52.328843,55.138805 161.438994,-24.900125 -90.884028,8.702515 136.373781,38.522991 -83.417902,-50.794628 8.879636,39.443749 -134.788610,7.589240 4.929907,-50.201672 133.537516
-26.306347 90.266945,-22.416741 -126.568616,55.067020 -15.523158,-51.537544 -168.619722,10.189069 -42.681661,37.269763 98.123832,-49.360894 -44.110586,40.652376 46.856989,6.097746 -174.139308,-22.416741 53.431384,55.067020 164.476842,-26.306347 -89.733055,10.189069 137.318339,37.269763 -81.876168,-51.537544 11.380278,40.652376 -133.143011,6.097746 5.860692,-49.360894 135.889414
-27.700573 91.448795,-20.982332 -125.490804,54.913577 -12.502996,-52.219777 -166.035984,11.672016 -41.727138,35.993599 99.610810,-48.468750 -41.844004,41.832654 48.566786,4.604181 -173.214379,-20.982332 54.509196,54.913577 167.497004,-27.700573 -88.551205,11.672016 138.272862,35.993599 -80.389190,-52.219777 13.964016,41.832654 -131.433214,4.604181 6.785621,-48.468750 138.155996
-29.081778 92.663964,-19.539245 -124.435668,54.679547 -9.512858,-52.837958 -163.372155,13.150767 -40.761087,34.696218 101.046339,-47.528519 -39.661780,42.982341 50.344249,3.109081 -172.293861,-19.539245 55.564332,54.679547 170.487142,-29.081778 -87.336036,13.150767 139.238913,34.696218 -78.953661,-52.837958 16.627845,42.982341 -129.655751,3.109081 7.706139,-47.528519 140.338220
-30.448866 93.915009,-18.088249 -123.401245,54.366528 -6.564262,-53.388819 -160.632603,14.624714 -39.781896,33.379220 102.433624,-46.543368 -37.562257,44.099035 52.192795,1.612978 -171.376330,-18.088249 56.598755,54.366528 173.435738,-30.448866 -86.084991,14.624714 140.218104,33.379220 -77.566376,-53.388819 19.367397,44.099035 -127.807205,1.612978 8.623670,-46.543368 142.437743
-31.800666 95.204607,-16.630075 -122.385652,53.976594 -3.667634,-53.869260 -157.823138,16.093222 -38.787899,32.044092 103.775757,-45.516334 -35.543209,45.180179 54.115716,0.116395 -170.460372,-16.630075 57.614348,53.976594 176.332366,-31.800666 -84.795393,16.093222 141.212101,32.044092 -76.224243,-53.869260 22.176862,45.180179 -125.884284,0.116395 9.539628,-45.516334 144.456791
-33.135918 96.535558,-15.165419 -121.387082,53.512227 -0.832108,-54.276424 -154.951031,17.555634 -37.777370,30.692217 105.075708,-44.450308 -33.601980,46.223052 56.116109,-1.380146 -169.544580,-15.165419 58.612918,53.512227 179.167892,-33.135918 -83.464442,17.555634 142.222630,30.692217 -74.924292,-54.276424 25.048969,46.223052 -123.883891,-1.380146 10.455420,-44.450308 146.398020
-34.453276 97.910782,-13.694946 -120.403795,52.976251 1.934608,-54.607767 -152.024976,19.011257 -36.748519,29.324884 106.336325,-43.348028 -31.735590,47.224776 58.196777,-2.876124 -168.627549,-13.694946 59.596205,52.976251 -178.065392,-34.453276 -82.089218,19.011257 143.251481,29.324884 -73.663675,-54.607767 27.975024,47.224776 -121.803223,-2.876124 11.372451,-43.348028 148.264410
-35.751288 99.333322,-12.219292 -119.434112,52.371751 4.626285,-54.861135 -149.054981,20.459368 -35.699478,27.943295 107.560331,-42.212071 -29.940833,48.182323 60.360121,-4.371016 -167.707868,-12.219292 60.565888,52.371751 -175.373715,-35.751288 -80.666678,20.459368 144.300522,27.943295 -72.439669,-54.861135 30.945019,48.182323 -119.639879,-4.371016 12.292132,-42.212071 150.059167
-37.028396 100.806331,-10.739071 -118.476412,51.702001 7.238165,-55.034823 -146.052184,21.899204 -34.628301,26.548571 108.750327,-41.044859 -28.214364,49.092525 62.608012,-5.864295 -166.784115,-10.739071 61.523588,51.702001 -172.761835,-37.028396 -79.193669,21.899204 145.371699,26.548571 -71.249673,-55.034823 33.947816,49.092525 -117.391988,-5.864295 13.215885,-41.044859 151.785636
-38.282926 102.333065,-9.254874 -117.529119,50.970395 9.766900,-55.127637 -143.028608,23.329957 -33.532955,25.141761 109.908793,-39.848657 -26.552761,49.952094 64.941654,-7.355426 -165.854853,-9.254874 62.470881,50.970395 -170.233100,-38.282926 -77.666935,23.329957 146.467045,25.141761 -70.091207,-55.127637 36.971392,49.952094 -115.058346,-7.355426 14.145147,-39.848657 153.447239
-39.513076 103.916867,-7.767275 -116.590700,50.180380 12.210439,-55.138927 -139.996849,24.750775 -32.411311,23.723848 111.038098,-38.625583 -24.952581,50.757649 67.361434,-8.843866 -164.918623,-7.767275 63.409300,50.180380 -167.789561,-39.513076 -76.083133,24.750775 147.588689,23.723848 -68.961902,-55.138927 40.003151,50.757649 -112.638566,-8.843866 15.081377,-38.625583 155.047419
-40.716913 105.561143,-6.276833 -115.659658,49.335405 14.567898,-55.068614 -136.969734,26.160751 -31.261139,22.295754 112.140499,-37.377609 -23.410405,51.505751 69.866764,-10.329060 -163.973935,-6.276833 64.340342,49.335405 -165.432102,-40.716913 -74.438857,26.160751 148.738861,22.295754 -67.859501,-55.068614 43.030266,51.505751 -110.133236,-10.329060 16.026065,-37.377609 156.589595
-41.892361 107.269332,-4.784095 -114.734527,48.438870 16.839411,-54.917190 -133.959959,27.558918 -30.080105,20.858347 113.218151,-36.106571 -21.922871,52.192947 72.455932,-11.810439 -163.019268,-4.784095 65.265473,48.438870 -163.160589,-41.892361 -72.730668,27.558918 149.919895,20.858347 -66.781849,-54.917190 46.040041,52.192947 -107.544068,-11.810439 16.980732,-36.106571 158.077129
-43.037196 109.044868,-3.289596 -113.813863,47.494091 19.025970,-54.685705 -130.979737,28.944248 -28.865758,19.412446 114.273114,-34.814178 -20.486696,52.815823 75.125960,-13.287416 -162.053059,-3.289596 66.186137,47.494091 -160.974030,-43.037196 -70.955132,28.944248 151.134242,19.412446 -65.726886,-54.685705 49.020263,52.815823 -104.874040,-13.287416 17.946941,-34.814178 159.513304
-44.149039 110.891123,-1.793866 -112.896240,46.504273 21.129279,-54.375724 -128.040479,30.315640 -27.615531,17.958826 115.307358,-33.502020 -19.098698,53.371064 77.872487,-14.759384 -161.073699,-1.793866 67.103760,46.504273 -158.870721,-44.149039 -69.108877,30.315640 152.384469,17.958826 -64.692642,-54.375724 51.959521,53.371064 -102.127513,-14.759384 18.926301,-33.502020 160.901302
-45.225356 112.811350,-0.297428 -111.980246,45.472483 23.151603,-53.989286 -125.152527,31.671914 -26.326735,16.498221 116.322771,-32.171576 -17.755802,53.855526 80.689695,-16.225714 -160.079525,-0.297428 68.019754,45.472483 -156.848397,-45.225356 -67.188650,31.671914 153.673265,16.498221 -63.677229,-53.989286 54.847473,53.855526 -99.310305,-16.225714 19.920475,-32.171576 162.244198
-46.263454 114.808599,1.199196 -111.064475,44.401642 25.095646,-53.528832 -122.324953,33.011807 -24.996558,15.031331 117.321163,-30.824223 -16.455056,54.266305 83.570283,-17.685748 -159.068817,1.199196 68.935525,44.401642 -154.904354,-46.263454 -65.191401,33.011807 155.003442,15.031331 -62.678837,-53.528832 57.675047,54.266305 -96.429717,-17.685748 20.931183,-30.824223 163.544944
-47.260483 116.885628,2.695484 -110.147519,43.294515 26.964434,-52.997141 -119.565427,34.333963 -23.622062,13.558823 118.304280,-29.461241 -15.193624,54.600817 86.505501,-19.138801 -158.039785,2.695484 69.852481,43.294515 -153.035566,-47.260483 -63.114372,34.333963 156.377938,13.558823 -61.695720,-52.997141 60.434573,54.600817 -93.494499,-19.138801 21.960215,-29.461241 164.806376
-48.213447 119.044792,4.190913 -109.227970,42.153704 28.761214,-52.397253 -116.880163,35.636922 -22.200188,12.081339 119.273801,-28.083827 -13.968796,54.856869 89.485262,-20.584150 -156.990570,4.190913 70.772030,42.153704 -151.238786,-48.213447 -60.955208,35.636922 157.799812,12.081339 -60.726199,-52.397253 63.119837,54.856869 -90.514738,-20.584150 23.009430,-28.083827 166.031204
-49.119211 121.287921,5.684956 -108.304404,40.981653 30.489374,-51.732397 -114.273922,36.919119 -20.727762,10.599492 120.231352,-26.693096 -12.777982,55.032725 92.498328,-22.021038 -155.919229,5.684956 71.695596,40.981653 -149.510626,-49.119211 -58.712079,36.919119 159.272238,10.599492 -59.768648,-51.732397 65.726078,55.032725 -87.501672,-22.021038 24.080771,-26.693096 167.222018
-49.974525 123.616179,7.177078 -107.375384,39.780649 32.152376,-51.005920 -111.750078,38.178868 -19.201504,9.113878 121.178512,-25.290092 -11.618709,55.127164 95.532555,-23.448662 -154.823736,7.177078 72.624616,39.780649 -147.847624,-49.974525 -56.383821,38.178868 160.798496,9.113878 -58.821488,-51.005920 68.249922,55.127164 -84.467445,-23.448662 25.176264,-25.290092 168.381291
-50.776047 126.029922,8.666733 -106.439449,38.552825 33.753698,-50.221227 -109.310714,39.414357 -17.618044,7.625071 122.116815,-23.875792 -10.488617,55.139521 98.575212,-24.866174 -153.701970,8.666733 73.560551,38.552825 -146.246302,-50.776047 -53.970078,39.414357 162.381956,7.625071 -57.883185,-50.221227 70.689286,55.139521 -81.424788,-24.866174 26.298030,-23.875792 169.511383
-51.520380 128.528540,10.153367 -105.495111,37.300171 35.296789,-49.381726 -106.956760,40.623640 -15.973945,6.133634 123.047758,-22.451116 -9.385456,55.069707 101.613329,-26.272673 -152.551711,10.153367 74.504889,37.300171 -144.703211,-51.520380 -51.471460,40.623640 164.026055,6.133634 -56.952242,-49.381726 73.043240,55.069707 -78.386671,-26.272673 27.448289,-22.451116 170.614544
-52.204112 131.110310,11.636407 -104.540846,36.024538 36.785045,-48.490778 -104.688134,41.804626 -14.265733,4.640112 123.972811,-21.016926 -8.307073,54.918217 104.634063,-27.667199 -151.370631,11.636407 75.459154,36.024538 -143.214955,-52.204112 -48.889690,41.804626 165.734267,4.640112 -56.027189,-48.490778 75.311866,54.918217 -75.365937,-27.667199 28.629369,-21.016926 171.692927
-52.823872 133.772260,13.115266 -103.575091,34.727648 38.221773,-47.551665 -102.503900,42.955075 -12.489937,3.145043 124.893418,-19.574038 -7.251416,54.686108 107.625062,-29.048730 -150.156292,13.115266 76.424909,34.727648 -141.778227,-52.823872 -46.227740,42.955075 167.510063,3.145043 -55.106582,-47.551665 77.496100,54.686108 -72.374938,-29.048730 29.843708,-19.574038 172.748584
-53.376388 136.510053,14.589336 -102.596235,33.411104 39.610182,-46.567558 -100.402412,44.072592 -10.643140,1.648958 125.811004,-18.123223 -6.216517,54.374966 110.574785,-30.416171 -148.906141,14.589336 77.403765,33.411104 -140.389818,-53.376388 -43.489947,44.072592 169.356860,1.648958 -54.188996,-46.567558 79.597588,54.374966 -69.425215,-30.416171 31.093859,-18.123223 173.783483
-53.858558 139.317916,16.057983 -101.602614,32.076395 40.953365,-45.541496 -98.381459,45.154622 -8.722044,0.152380 126.726983,-16.665213 -5.200493,53.986853 113.472774,-31.768352 -147.617503,16.057983 78.397386,32.076395 -139.046635,-53.858558 -40.682084,45.154622 171.277956,0.152380 -53.273017,-45.541496 81.618541,53.986853 -66.527226,-31.768352 32.382497,-16.665213 174.799507
-54.267514 142.188613,17.520549 -100.592504,30.724907 42.254296,-44.476376 -96.438393,46.198448 -6.723548,-1.344168 127.642763,-15.200705 -4.201534,53.524244 116.309866,-33.104018 -146.287580,17.520549 79.407496,30.724907 -137.745704,-54.267514 -37.811387,46.198448 173.276452,-1.344168 -52.357237,-44.476376 83.561607,53.524244 -63.690134,-33.104018 33.712420,-15.200705 175.798466
-54.600708 145.113483,18.976344 -99.564114,29.357931 43.515827,-43.374936 -94.570240,47.201197 -4.644840,-2.840166 128.559748,-13.730364 -3.217899,52.989955 119.078315,-34.421823 -144.913455,18.976344 80.435886,29.357931 -136.484173,-54.600708 -34.886517,47.201197 175.355160,-2.840166 -51.440252,-43.374936 85.429760,52.989955 -60.921685,-34.421823 35.086545,-13.730364 176.782101
-54.855972 148.082549,20.424644 -98.515581,27.976672 44.740682,-42.239759 -92.773800,48.159843 -2.483509,-4.335091 129.479349,-12.254828 -2.247909,52.387064 121.771858,-35.720317 -143.492089,20.424644 81.484419,27.976672 -135.259318,-54.855972 -31.917451,48.159843 177.516491,-4.335091 -50.520651,-42.239759 87.226200,52.387064 -58.228142,-35.720317 36.507911,-12.254828 177.752091
-55.031592 151.084695,21.864688 -97.444960,26.582251 45.931466,-41.073272 -91.045729,49.071221 -0.237668,-5.828414 130.402987,-10.774709 -1.289939,51.718844 124.385702,-36.997948 -142.020331,21.864688 82.555040,26.582251 -134.068534,-55.031592 -28.915305,49.071221 179.762332,-5.828414 -49.597013,-41.073272 88.954271,51.718844 -55.614298,-36.997948 37.979669,-10.774709 178.710061
-55.126360 154.107918,23.295670 -96.350220,25.175720 47.090662,-39.877742 -89.382606,49.932047 2.093905,-7.319603 131.332099,-9.290601 -0.342414,50.988684 126.916465,-38.253041 -140.494928,23.295670 83.649780,25.175720 -132.909338,-55.126360 -25.892082,49.932047 -177.906095,-7.319603 -48.667901,-39.877742 90.617394,50.988684 -53.083535,-38.253041 39.505072,-9.290601 179.657586
-55.139614 157.139630,24.716737 -95.229234,23.758063 48.220641,-38.655290 -87.780990,50.738941 4.511616,-8.808114 132.268145,-7.803078 0.596201,50.200033 129.362067,-39.483800 -138.912538,24.716737 84.770766,23.758063 -131.779359,-55.139614 -22.860370,50.738941 -175.488384,-8.808114 -47.731855,-38.655290 92.219010,50.200033 -50.637933,-39.483800 41.087462,-7.803078 -179.403799
-55.071259 160.167007,26.126984 -94.079775,22.330203 49.323663,-37.407892 -86.237459,51.488465 7.014905,-10.293393 133.212612,-6.312698 1.527402,49.356339 131.721598,-40.688293 -137.269757,26.126984 85.920225,22.330203 -130.676337,-55.071259 -19.832993,51.488465 -172.985095,-10.293393 -46.787388,-37.407892 93.762541,49.356339 -48.278402,-40.688293 42.730243,-6.312698 -178.472598
-54.921776 163.177345,27.525448 -92.899511,20.893010 50.401885,-36.137388 -84.748650,52.177166 9.602087,-11.774870 134.167021,-4.820009 2.452659,48.461005 133.995169,-41.864449 -135.563144,27.525448 87.100489,20.893010 -129.598115,-54.921776 -16.822655,52.177166 -170.397913,-11.774870 -45.832979,-36.137388 95.251350,48.461005 -46.004831,-41.864449 44.436856,-4.820009 -177.547341
-54.692199 166.158416,28.911099 -91.685995,19.447304 51.457371,-34.845490 -83.311278,52.801628 12.270216,-13.251960 135.132933,-3.325546 3.373414,47.517348 136.183753,-43.010047 -133.789268,28.911099 88.314005,19.447304 -128.542629,-54.692199 -13.841584,52.801628 -167.729784,-13.251960 -44.867067,-34.845490 96.688722,47.517348 -43.816247,-43.010047 46.210732,-3.325546 -176.626586
-54.384084 169.098784,30.282839 -90.436662,17.993861 52.492090,-33.533790 -81.922158,53.358533 15.014966,-14.724056 136.111958,-1.829839 4.291093,46.528576 138.289038,-44.122713 -131.944752,30.282839 89.563338,17.993861 -127.507910,-54.384084 -10.901216,53.358533 -164.985034,-14.724056 -43.888042,-33.533790 98.077842,46.528576 -41.710962,-44.122713 48.055248,-1.829839 -175.708907
-53.999456 171.988081,31.639491 -89.148826,16.533416 53.507934,-32.203769 -80.578213,53.844731 17.830555,-16.190529 137.105755,-0.333412 5.207109,45.497760 140.313279,-45.199915 -130.026340,31.639491 90.851174,16.533416 -126.492066,-53.999456 -8.011919,53.844731 -162.169445,-16.190529 -42.894245,-32.203769 99.421787,45.497760 -39.686721,-45.199915 49.973660,-0.333412 -174.792891
-53.540751 174.817203,32.979794 -87.819677,15.066669 54.506715,-30.856806 -79.276487,54.257314 20.709715,-17.650723 138.116045,1.163213 6.122870,44.427826 142.259171,-46.238965 -128.030977,32.979794 92.180323,15.066669 -125.493285,-53.540751 -5.182797,54.257314 -159.290285,-17.650723 -41.883955,-30.856806 100.723513,44.427826 -37.740829,-46.238965 51.969023,1.163213 -173.877130
-53.010738 177.578444,34.302392 -86.446282,13.594289 55.490179,-29.494186 -78.014142,54.593687 23.643733,-19.103951 139.144615,2.659516 7.039780,43.321539 144.129730,-47.237016 -125.955896,34.302392 93.553718,13.594289 -124.509821,-53.010738 -2.421556,54.593687 -156.356267,-19.103951 -40.855385,-29.494186 101.985858,43.321539 -35.870270,-47.237016 54.044104,2.659516 -172.960220
-52.412452 -179.734444,35.605832 -85.025584,12.116916 56.460008,-28.117105 -76.788465,54.851647 26.622551,-20.549495 140.193323,4.154972 7.959251,42.181509 145.928202,-48.191075 -123.798730,35.605832 94.974416,12.116916 -123.539992,-52.412452 0.265556,54.851647 -153.377449,-20.549495 -39.806677,-28.117105 103.211535,42.181509 -34.071798,-48.191075 56.201270,4.154972 -172.040749
-51.749119 -177.126259,36.888547 -83.554412,10.635168 57.417829,-26.726682 -75.596863,55.029448 29.634955,-21.986595 141.264108,5.649054 8.882703,41.010182 147.657972,-49.098012 -121.557637,36.888547 96.445588,10.635168 -122.582171,-51.749119 2.873741,55.029448 -150.365045,-21.986595 -38.735892,-26.726682 104.403137,41.010182 -32.342028,-49.098012 58.442363,5.649054 -171.117297
-51.024084 -174.600404,38.148856 -82.029487,9.149637 58.365220,-25.323961 -74.436859,55.125855 32.668821,-23.414452 142.358996,7.141228 9.811575,39.809849 149.322500,-49.954578 -119.231433,38.148856 97.970513,9.149637 -121.634780,-51.024084 5.399596,55.125855 -147.331179,-23.414452 -37.641004,-25.323961 105.563141,39.809849 -30.677500,-49.954578 60.768567,7.141228 -170.188425
-50.240751 -172.158994,39.384951 -80.447443,7.660901 59.303718,-23.909922 -73.306093,55.140189 35.711428,-24.832218 143.480104,8.630950 10.747326,38.582646 150.925264,-50.757433 -116.819743,39.384951 99.552557,7.660901 -120.696282,-50.240751 7.841006,55.140189 -144.288572,-24.832218 -36.519896,-23.909922 106.693907,38.582646 -29.074736,-50.757433 63.180257,8.630950 -169.252674
-49.402527 -169.802983,40.594888 -78.804842,6.169520 60.234821,-22.485485 -72.202309,55.072347 38.749805,-26.238992 144.629652,10.117662 11.691444,37.330566 152.469716,-51.503180 -114.323150,40.594888 101.195158,6.169520 -119.765179,-49.402527 10.197017,55.072347 -141.250195,-26.238992 -35.370348,-22.485485 107.797691,37.330566 -27.530284,-51.503180 65.676850,10.117662 -168.308556
-48.512777 -167.532314,41.776579 -77.098213,4.676042 61.159998,-21.051514 -71.123356,54.922810 41.771106,-27.633818 145.809963,11.600796 12.645452,36.055465 153.959251,-52.188409 -111.743350,41.776579 102.901787,4.676042 -118.840002,-48.512777 12.467686,54.922810 -138.228894,-27.633818 -34.190037,-21.051514 108.876644,36.055465 -26.040749,-52.188409 68.256650,11.600796 -167.354548
-47.574785 -165.346067,42.927790 -75.324082,3.181004 62.080695,-19.608826 -70.067176,54.692623 44.762959,-29.015674 147.023472,13.079763 13.610912,34.759067 155.397180,-52.809747 -109.083283,42.927790 104.675918,3.181004 -117.919305,-47.574785 14.653933,54.692623 -135.237041,-29.015674 -32.976528,-19.608826 109.932824,34.759067 -24.602820,-52.809747 70.916717,13.079763 -166.389088
-46.591723 -163.242613,44.046129 -73.479032,1.684937 62.998337,-18.158193 -69.031800,54.383359 47.713801,-30.383467 148.272731,14.553955 14.589434,33.442978 156.786713,-53.363917 -106.347251,44.046129 106.520968,1.684937 -117.001663,-46.591723 16.757387,54.383359 -132.286199,-30.383467 -31.727269,-18.158193 110.968200,33.442978 -23.213287,-53.363917 73.652749,14.553955 -165.410566
-45.566636 -161.219754,45.129043 -71.559760,0.188365 63.914339,-16.700348 -68.015344,53.997069 50.613148,-31.736029 149.560412,16.022740 15.582680,32.108689 158.130948,-53.847813 -103.540993,45.129043 108.440240,0.188365 -116.085661,-45.566636 18.780246,53.997069 -129.386852,-31.736029 -30.439588,-16.700348 111.984656,32.108689 -21.869052,-53.847813 76.459007,16.022740 -164.417320
-44.502422 -159.274849,46.173821 -69.563159,-1.308190 64.830106,-15.235989 -67.015995,53.536220 53.451800,-33.072108 150.889308,17.485460 16.592373,30.757589 159.432862,-54.258561 -100.671711,46.173821 110.436841,-1.308190 -115.169894,-44.502422 20.725151,53.536220 -126.548200,-33.072108 -29.110692,-15.235989 112.984005,30.757589 -20.567138,-54.258561 79.328289,17.485460 -163.407627
-43.401824 -157.404932,47.177592 -67.486409,-2.804207 65.747046,-13.765780 -66.032012,53.003619 56.221979,-34.390358 152.262335,18.941426 17.620302,29.390971 160.695307,-54.593603 -97.748031,47.177592 112.513591,-2.804207 -114.252954,-43.401824 22.595068,53.003619 -123.778021,-34.390358 -27.737665,-13.765780 113.967988,29.390971 -19.304693,-54.593603 82.251969,18.941426 -162.379698
-42.267430 -155.606806,48.137335 -65.327089,-4.299164 66.666567,-12.290361 -65.061713,52.402340 58.917385,-35.689335 153.682529,20.389916 18.668328,28.010041 161.921013,-54.850763 -94.779902,48.137335 114.672911,-4.299164 -113.333433,-42.267430 24.393194,52.402340 -121.082615,-35.689335 -26.317471,-12.290361 114.938287,28.010041 -18.078987,-54.850763 85.220098,20.389916 -161.331672
-41.101668 -153.877132,49.049888 -63.083297,-5.792532 67.590092,-10.810346 -64.103473,51.735651 61.533191,-36.967486 155.153037,21.830167 19.738394,26.615924 163.112586,-55.028315 -91.778413,49.049888 116.916703,-5.792532 -112.409908,-41.101668 26.122868,51.735651 -118.466809,-36.967486 -24.846963,-10.810346 115.896527,26.615924 -16.887414,-55.028315 88.221587,21.830167 -160.261606
-39.906811 -152.212488,49.911969 -60.753795,-7.283779 68.519055,-9.326327 -63.155715,51.006940 64.065980,-38.223142 156.677111,23.261376 20.832530,25.209672 164.272514,-55.125037 -88.755551,49.911969 119.246205,-7.283779 -111.480945,-39.906811 27.787512,51.006940 -115.934020,-38.223142 -23.322889,-9.326327 116.844285,25.209672 -15.727486,-55.125037 91.244449,23.261376 -159.167470
-38.684983 -150.609432,50.720199 -58.338152,-8.772361 69.454917,-7.838879 -62.216903,50.219655 66.513645,-39.454508 158.258091,24.682693 21.952860,23.792272 165.403168,-55.140253 -85.723893,50.720199 121.661848,-8.772361 -110.545083,-38.684983 29.390568,50.219655 -113.486355,-39.454508 -21.741909,-7.838879 117.783097,23.792272 -14.596832,-55.140253 94.276107,24.682693 -158.047140
-37.438163 -149.064545,51.471143 -55.836906,-10.257724 70.399164,-6.348562 -61.285541,49.377244 68.875248,-40.659657 159.899381,26.093211 23.101607,22.364647 166.506812,-55.073857 -82.696261,51.471143 124.163094,-10.257724 -109.600836,-37.438163 30.935455,49.377244 -111.124752,-40.659657 -20.100619,-6.348562 118.714459,22.364647 -13.493188,-55.073857 97.303739,26.093211 -156.898393
-36.168193 -147.574459,52.161347 -53.251711,-11.739299 71.353316,-4.855921 -60.360158,48.483112 71.150877,-41.836519 161.604418,27.491970 24.281102,20.927669 167.585607,-54.926315 -79.685367,52.161347 126.748289,-11.739299 -108.646684,-36.168193 32.425541,48.483112 -108.849123,-41.836519 -18.395582,-4.855921 119.639842,20.927669 -12.414393,-54.926315 100.314633,27.491970 -155.718898
-34.876790 -146.135888,52.787393 -50.585484,-13.216502 72.318933,-3.361495 -59.439312,47.540579 73.341488,-42.982879 163.376637,28.877942 25.493789,19.482158 168.641615,-54.698647 -76.703456,52.787393 129.414516,-13.216502 -107.681067,-34.876790 33.864112,47.540579 -106.658512,-42.982879 -16.623363,-3.361495 120.560688,19.482158 -11.358385,-54.698647 103.296544,28.877942 -154.506211
-33.565548 -144.745644,53.345960 -47.842514,-14.688725 73.297623,-1.865812 -58.521576,46.552855 75.448752,-44.096366 165.219416,30.250030 26.742230,18.028892 169.676812,-54.392398 -73.761982,53.345960 132.157486,-14.688725 -106.702377,-33.565548 35.254356,46.552855 -104.551248,-44.096366 -14.780584,-1.865812 121.478424,18.028892 -10.323188,-54.392398 106.238018,30.250030 -153.257770
-32.235952 -143.400649,53.833894 -45.028549,-16.155341 74.291045,-0.369396 -57.605536,45.523015 77.474911,-45.174452 167.136014,31.607059 28.029108,16.568607 170.693088,-54.009584 -70.871345,53.833894 134.971451,-16.155341 -105.708955,-32.235952 36.599351,45.523015 -102.525089,-45.174452 -12.863986,-0.369396 122.394464,16.568607 -9.306912,-54.009584 109.128655,31.607059 -151.970892
-30.889381 -142.097941,54.248278 -42.150821,-17.615693 75.300918,1.127230 -56.689786,44.453988 79.422652,-46.214451 169.129493,32.947770 29.357229,15.102003 171.692259,-53.552628 -68.040680,54.248278 137.849179,-17.615693 -104.699082,-30.889381 37.902059,44.453988 -100.577348,-46.214451 -10.870507,1.127230 123.310214,15.102003 -8.307741,-53.552628 111.959320,32.947770 -150.642771
